Station_ID  (PK),Station_name,Station_phone,Location_ID (FK),Network_ID (FK),Access_code,Access_Detail_code,Access_Day_time,EV_Pricing,Date_last_confirmed,Maximum_Vehicle_Class,Ev_Workplace_charging,Restricted_access,Location_ID (PK),Street_Address,City,State,ZIP,Intersection_Direction,Longitude,Latitude,Geocode_status
83258,Quetico Inn,807-597-2766,9467,2,public,CALL,24 hours daily; for guest use only,Free for guests,2026-03-30,LD,False,0.0,9467,36 Arena rd,Akwesasne,ON,K6H 5R7,,-74.730065,45.006709,GPS
83264,Red Dog Inn,807-825-3286,6561,2,public,,24 hours daily; for guest use only,Free,2026-02-13,LD,False,1.0,6561,101 Tewasateni Rd,Akwesasne,ON,K6H 0G5,,-74.747943,45.002625,GPS
83267,Green Sun Rising Inc.,519-946-0408,9415,10,public,,8am-4pm M-F,Free,2024-03-15,LD,False,0.0,9415,155 Akwesasne International Rd,AKWESASNE,ON,K6H 0G5,,-74.740947,45.001814,GPS
83271,Riotel Bonaventure,418-534-3336,9416,10,public,,24 hours daily from May-Oct,Free,2021-04-12,,False,0.0,9416,155 Akwesasne International Road,Akwesasne,ON,K6H 5R7,BACK SIDE OF BUILDING,-74.741123,45.001775,GPS
83277,Science North,705-522-3701,7391,5,public,,10am-4pm daily; for visitor use only,Free,2026-03-30,LD,False,1.0,7391,160 rue Principale,Albanel,QC,G8M 3J5,,-72.4416979304589,48.8832768156235,GPS
83280,Societe Immobiliere GP,,6309,2,public,,24 hours daily; for employee use only,,2026-03-30,LD,True,1.0,6309,116 Dufferin Street,Alberton,PE,C0B 1B0,,-64.063318,46.814514,GPS
83287,C.P.R. Historic Centre,204-748-2440,4556,10,public,,24 hours daily,Free,2025-06-06,LD,False,0.0,4556,495 Church St,Alberton,PE,C0B 1B0,Located in Parking Lot behind Independent Grocer and Pharmacy next to Gazebo near Pond.,-64.06531,46.811974,GPS
83289,Visions Kitchen Showcase,204-668-9896,8888,2,public,CALL,7:30am-4:30pm M-F,Free,2017-09-06,,False,0.0,8888,397 Church Street,Alberton,PE,C0B 1B0,,-64.073007,46.812016,GPS
83290,Waverley Mitsubishi,,6536,10,private,,9am-9pm Mon-Tue; 9am-6pm Wed-Sat; for client use only,Free,2026-02-13,LD,False,,6536,38473 Western Rd,Alberton,PE,C0B 1B0,,-64.180244,46.762035,GPS
83292,Niagara Parks Commission,905-356-2241,6536,10,public,,24 hours daily,Free,2023-04-05,MD,False,0.0,6536,38473 Western Rd,Alberton,PE,C0B 1B0,,-64.180244,46.762035,GPS
83298,La Coop St-Pamphile,418-356-3373,6413,2,public,,24 hours daily,$1 per hour,2020-04-10,,True,0.0,6413,509 Church Street,Alberton,PE,C0B 1B0,,-64.0646056,46.8132693,GPS
83300,St. Lawrence College,613-345-0660,6165,4,public,,24 hours daily,Free,2021-04-12,,False,0.0,6165,26850 29 Ave,Aldergrove,BC,V4W 3C1,,-122.4809946,49.0551418,GPS
83301,Entegrus Inc,,743,9,private,,,,2024-01-12,,True,,743,100 Southbank Rd,Aldersyde,AB,T0L 0A0,,-113.947349,50.708029,GPS
83304,L’Auberge Motel Cap Martin,418-856-4450,13645,10,public,CREDIT_CARD_ALWAYS,24 hours daily; client use only,Free; $1 per hour parking fee,2026-03-30,LD,False,1.0,13645,64273 AB-7 #200,Aldersyde,AB,T0L 0A0,38967 - Aldersyde,-113.886505,50.695885,GPS
83307,Taps on Queen Brewhouse & Grill,289-477-1010,9554,1,public,,24 hours daily,Free,2025-01-13,LD,False,0.0,9554,80039 418 Ave,Aldersyde,AB,T0L 0A0,,-113.878472861462,50.6701849972127,GPS
83310,Stratford-Perth Museum,519-393-5311,10545,2,public,,24 hours daily; for visitors only,Free,2025-01-13,LD,True,1.0,10545,8461 County Road 45,Alderville,ON,K0K 2X0,,-78.077706,44.166504,GPS
83312,Guillevin International,819-797-0442,8061,5,public,KEY_ALWAYS,24 hours daily; for client use only,,2026-03-30,LD,True,1.0,8061,255 Main Street South,Alexandria,ON,K0C 1A0,,-74.630928,45.304532,GPS
83315,The Old Mill,519-523-4595,3480,12,public,,"10am-5pm M-Sat, 12pm-4pm Sun",Free,2026-03-30,LD,False,0.0,3480,1123 North Shore Road,Algonquin Highlands,ON,K0M 1J1,,-78.712284,45.075682,GPS
83317,Street Parking,418-829-2206,13113,2,public,CREDIT_CARD_ALWAYS,24 hours daily,Free,2026-03-30,LD,False,0.0,13113,7300 Industrial Parkway,Alliston,ON,L0G 1W0,,-79.867614,44.138913,GPS
83320,Timmins Nissan,,1993,2,private,CALL,24 hours daily; for client use only,,2025-04-09,LD,False,,1993,801 Chemin du Pont Taché Nord,Alma,QC,G8B 5B7,,-71.635731,48.561367,GPS
83321,Theatre des Eskers,819-732-9233,7394,5,public,,24 hours daily,Free,2026-03-30,LD,False,0.0,7394,605 Boulevard Saint-Luc Ouest,Alma,QC,G8B 2K8,,-71.6576231184393,48.5386944544222,GPS
83322,Toronto Urban Properties,416-391-3232,510,1,public,,24 hours daily; parking fee required,Free,2020-01-06,,False,0.0,510,2580 avenue du Pont S,Alma,QC,G8B 5V2,,-71.657053,48.516318,200-9
83323,Hotel de Ville de Nicolet,,12690,10,public,,24 hours daily,Free,2026-03-30,,True,0.0,12690,1350 Avenue du Pont Sud,Alma,QC,G8B 2V8,,-71.651387,48.530733,GPS
83324,Hotel de Ville de Nicolet,,11487,10,public,CREDIT_CARD_ALWAYS,24 hours daily,Free for employees,2026-03-30,MD,True,1.0,11487,1350 Av. du Pont S,Alma,QC,G8B 2V8,,-71.651387,48.530733,GPS
83326,Town Hall,519-294-6244,3976,2,public,,8am-5pm daily,Free,2026-03-12,LD,False,0.0,3976,665 Ave Dupont Sud,Alma,QC,G8B 2V3,,-71.64541,48.54017,GPS
83329,Travelodge at the Falls,905-357-2200,7414,5,public,,24 hours daily,$10 parking fee required for non-guests,2026-02-13,LD,False,0.0,7414,5791 Avenue du Pont Nord,Alma,QC,G8E 2K4,,-71.6997,48.6329,GPS
83332,Hotel Best Western Plus - Edmundston,506-739-0000,7415,5,public,,24 hours daily; customers and guests only,Free,2024-09-12,LD,False,1.0,7415,"705, Avenue du Pont Nord",Alma,QC,G8B 6T5,,-71.6372604670999,48.5621185283243,GPS
83334,True North Chevrolet Cadillac,888-472-1210,12026,5,public,CALL,Dealership business hours,Free,2026-02-13,LD,False,1.0,12026,"1570, Avenue du Pont Sud",Alma,QC,G8B 6N1,,-71.6533420115675,48.5277770528402,GPS
83336,Caraquet Visitor Information Centre,506-726-2727,14086,2,public,,24 hours daily,Free,2025-06-06,LD,False,0.0,14086,1550 Boulevard Auger Ouest,Alma,QC,G8C 1H8,,-71.6736933,48.5470512,GPS
83337,Centre Touristique De L'Ancienne Gare,506-235-3282,7882,5,public,,24 hours daily,Free,2026-02-13,LD,False,0.0,7882,675 boul Auger Ouest,Alma,QC,G8B 2B7,,-71.6540654749026,48.5455234025834,GPS
83339,Valhalla Inn,807-577-1121,285,1,public,,24 hours daily; for guests use only,,2026-02-13,LD,False,1.0,285,450 boul. de Quen,Alma,QC,G8B 4G7,,-71.6464942724914,48.5592073194586,GPS
83341,City of Bathurst,506-548-0400,9250,2,public,,24 hours daily,Free,2024-09-12,LD,False,0.0,9250,450 boul de Quen,Alma,QC,G8B 5P5,,-71.6462257,48.5591016,GPS
83353,Guillevin International,819-825-0142,473,1,public,KEY_ALWAYS,8am-12pm and 1pm-5pm M-F; for guest use only,$1.25 per hour for clients; Free for employees,2026-03-12,LD,True,1.0,473,900 Av Bombardier,Alma,QC,G8B 6H2,,-71.6483,48.569275,200-8
83360,Auberge sous les Arbres,418-360-0060,5599,9,public,,24 hours daily; for guest use only,Free,2025-10-13,MD,False,1.0,5599,47 Fundy Park Chalet Road,Alma,NB,E4H 4X7,,-64.955998,45.592829,GPS
83362,Westway Motel - Cochrane,705-272-4285,1971,9,public,,7:30am-11pm daily,Free for guests; $10 per session for nonguests,2024-04-14,LD,False,0.0,1971,1000 Boul des Cascades,Alma,QC,G8B 3G4,,-71.652917,48.55014,200-9
83367,Bureau d'Accueil Touristique de l'Ile d'Orleans,418-828-9411,13105,5,public,,24 hours daily,Free,2023-04-05,LD,False,0.0,13105,2140 avenue du pont nord,Alma,QC,G8E 1P7,,-71.6326,48.5887,GPS
83370,Dolbeau Automobiles,418-276-0580,3645,1,public,,24 hours daily,Free,2022-02-10,LD,False,0.0,3645,"355, Boul. Dequen",Alma,QC,G8B 5P2,,-71.6489051,48.5576261,GPS
83372,Casse-Croute Chez Dany,418-935-3904,8533,5,public,,"24 hours daily; seasonal restaurant, may be unavailable in winter",Free,2022-12-12,LD,False,0.0,8533,75 Boul. St-Luc,Alma,QC,G8B 6W7,,-71.649136,48.535162,GPS
83373,La cache à Maxime,418-387-5060,11288,5,public,,24 hours daily; for client use only,Free,2026-03-12,LD,False,1.0,11288,1682 ave du Pont Nord,Alma,QC,G8B 5G3,,-71.632983,48.581822,GPS
83377,Desharnais Pneus & Mecanique,418-628-0203,6452,2,public,,24 hours daily; for client use only,Free,2026-03-12,MD,True,1.0,6452,51 Simpson St E,Alma,ON,N0B 1A0,,-80.5020893,43.7359307,GPS
83380,Valcartier Vacation Village,418 844-2200,8656,5,public,,24 hours daily; for guest use only,Free,2022-12-12,LD,False,1.0,8656,500 rue Collard Ouest,Alma,QC,G8B 1N2,,-71.650982,48.548478,GPS
83381,Windfall Ecology Centre,,3440,2,private,,24 hours daily; guest use only,Free,2024-06-13,LD,False,,3440,250 Almonte St,Almonte,ON,K0A 1K0,,-76.19923,45.223975,GPS
83383,Vallee du Parc,819-538-1639,3434,2,public,,24 hours daily,,2026-03-30,LD,True,0.0,3434,182 Bridge St,Almonte,ON,K0A 1A0,,-76.1964212,45.2221494,GPS
83388,Ville de la Tuque,819-523-8200,3433,2,public,,24 hours daily,Free,2023-10-12,MD,False,0.0,3433,155 High St,Almonte,ON,K0A 1A0,,-76.193134,45.22433,GPS
83390,Wingham Museum,519-357-1096,8080,5,public,,24 hours daily,Free,2019-11-08,,False,0.0,8080,390 Montréal,Alouette,QC,G0V 1A0,,-70.9912132,48.3385968,GPS
83391,Hotel de Ville,,11178,5,private,GOVERNMENT,For municipal vehicles only,Free,2026-03-30,MD,False,,11178,C.P. 5000 Succ. Bureau-chef,Alouette,QC,G0V 1A0,,-70.99092,48.342858,GPS
83399,York Parkade,905-540-6000,5720,2,public,,7am-10:30pm daily,Free,2019-12-09,,False,0.0,5720,1402 Queen Street,Alton,ON,L7K 0C3,,-80.071779,43.858757,GPS
83401,Ecole Secondaire Catholique Franco-Cite,,5720,2,private,LIMITED_HOURS,8am-4pm M-F,Free,2024-06-13,LD,False,,5720,1402 Queen Street,Alton,ON,L7K 0C3,,-80.071779,43.858757,GPS
83405,Clarence St Parking Garage,613-580-2400,15000,12,public,,24 hours daily,Free; pay lot,2026-03-12,LD,False,0.0,15000,19077 Main St,Alton,ON,L7K 1R1,,-80.04685,43.844651,GPS
83406,AC Motors Ltd NAPA,306-567-3088,13341,12,public,,24 hours daily,Free,2025-06-06,LD,False,0.0,13341,19131 Main St,Alton,ON,L7K 1R1,,-80.048637,43.845844,GPS
83408,Confederation Inn,306-384-2882,1697,2,public,,24 hours daily; for guest use only,Free,2022-06-10,LD,False,1.0,1697,5013 Rd 1 W,Altona,MB,R0G 0B0,,-97.482217,49.075666,GPS
83409,Delta Bessborough,306-244-5521,9837,8,public,,24 hours daily; for guest use only,$15 overnight,2025-08-12,LD,False,1.0,9837,248 Centre Avenue,Altona,MB,R0G 0B0,,-97.551357,49.103245,GPS
83410,Royal Hair Co,519-919-7272,3656,1,public,CALL,24 hours daily,Free,2026-02-13,LD,False,0.0,3656,374028 6th Line,Amaranth,ON,L0N 1L0,,-80.2251592364929,43.9506164150677,GPS
83415,Canso Public Library,902-366-2955,7396,5,public,,24 hours daily,Free,2023-04-05,LD,False,0.0,7396,124 Rue Saint Louis,Amherst,QC,J0T 2L0,,-74.76384,46.010045,GPS
83416,Claymore Inn and Suites,902-863-1050,7397,5,public,LIMITED_HOURS,Daytime hours only; For hotel and restaurant guests only,Free,2026-02-13,LD,False,1.0,7397,1814 Rue du Village,Amherst,QC,J0T 2T0,,-74.83168,46.079885,GPS
83419,Digby Town Hall,902-245-4769,6551,13,public,,24 hours daily,Free,2026-03-30,LD,False,0.0,6551,152 Albion Street South,Amherst,NS,B4H 4H4,,-64.20145,45.80993,GPS
83423,Nova Scotia Community College - Waterfront Campus,902-491-1100 x3,3965,19,public,,24 hours daily; parking pass required,,,,False,0.0,3965,6 Chandler Rd,Amherst,NS,B4H 4J3,,-64.217974,45.812653,GPS
83427,Central Huron,519-482-3997,12264,33,public,,24 hours daily,Free,2025-04-09,LD,False,0.0,12264,88 Robert Angus Dr,Amherst,NS,B4H 4R7,,-64.19560352,45.81815944,GPS
83432,IKEA,844-835-2348  844-835-2348,5656,10,public,,24 hours daily,Free,2022-12-12,LD,False,0.0,5656,98 Victoria St E,Amherst,NS,B4H 1X6,,-64.212715,45.834248,GPS
83434,Tru-Nor Truck Centre,705-268-6199,5217,10,public,CALL,24 hours daily,Free,2025-04-09,LD,False,0.0,5217,50 North St,Amherstburg,ON,N9V 1E3,,-83.112038,42.105747,GPS
83443,Lally Chevrolet,888-887-9696,6599,1,public,LIMITED_HOURS,Dealership business hours,Free,2026-02-13,LD,False,1.0,6599,432 Sandwich St S,Amherstburg,ON,N9V 3R2,,-83.1089070787151,42.0953025723879,GPS
83446,Kal Tire,306-773-0612,5215,10,public,,24 hours daily,Free,2021-06-07,,False,0.0,5215,3295 Meloche Rd,Amherstburg,ON,N9V 2Y8,,-83.079005,42.093583,GPS
83448,Quality Inn & Suites Moose Jaw,844-201-2765,5215,10,private,,24 hours daily; for guest use only,Free,2022-06-10,MD,False,,5215,3295 Meloche Rd,Amherstburg,ON,N9V 2Y8,,-83.079005,42.093583,GPS
83450,Sherwood Chevrolet,306-374-6330,6013,10,public,CALL,Dealership business hours; for client use only,Free,2022-06-10,LD,False,1.0,6013,251 Ramsay St,Amherstburg,ON,N9V 1Y1,,-83.111195,42.102495,GPS
83456,Le Moulin Wakefield Hotel et Spa,819-459-1838,12806,10,public,,24 hours daily; for guest use only,Free,2026-03-30,LD,False,1.0,12806,2082 Route 111 East,Amos,QC,J9T 3A1,,-78.091556,48.560618,GPS
83491,Fulford Community Hall,250-653-4415,12806,10,public,,24 hours daily,Free; donations accepted,2026-03-12,LD,False,0.0,12806,2082 Route 111 East,Amos,QC,J9T 3A1,,-78.091556,48.560618,GPS
83515,Alberco,780-267-5802,12806,10,public,,24 hours daily,Free,2026-03-30,LD,False,0.0,12806,2082 Route 111 East,Amos,QC,J9T 3A1,,-78.091556,48.560618,GPS
83516,Banff Park Lodge,403-760-3256,8,1,public,,24 hours daily; for guest use only,Free,2026-02-13,LD,False,1.0,8,1031 Route 111 E,Amos,QC,J9T 1N2,,-78.104651390213,48.5597335603756,GPS
83517,Best Western Plus,,5746,10,private,,24 hours daily; for guest use only,Free,2021-12-13,LD,False,,5746,"1051, route 111 est",Amos,QC,J9T 1N2,"PIS TOI, AS-TU TON POIRIER ?!",-78.102337,48.56041,GPS
83518,Best Western Premier - Denham Inn & Suites,780-986-2241,7728,5,public,,24 hours daily; for guest use only,Free,2026-02-13,LD,False,1.0,7728,"222, 1ère Avenue Est",Amos,QC,J9T 1H3,,-78.1099897572603,48.5710925587987,GPS
83521,BBE Expediting Ltd,,7935,5,private,,,,2025-12-12,LD,True,,7935,2 rue Principale Nord,Amos,QC,J9T 3X2,,-78.11584,48.57194,GPS
83527,City of Merritt - City Hall,250-378-4224,2169,10,public,,24 hours daily,Free,2025-07-07,LD,False,0.0,2169,6 4e Rue E,Amos,QC,J9T 1Y2,Interior Borne,-78.105762,48.560985,GPS
83529,Bell,,2169,10,private,LIMITED_HOURS,For employee and technician use only,Free,2022-12-12,MD,True,,2169,6 4e Rue E,Amos,QC,J9T 1Y2,Interior Borne,-78.105762,48.560985,GPS
83532,Halifax Stanfield International Airport,902-873-4422,6043,2,public,,24 hours daily,Free; pay lot,2026-03-30,LD,False,0.0,6043,891 3e Rue O,Amos,QC,J9T 2T4,,-78.124396,48.579998,GPS
83533,University of Guelph - Lot 30,519-824-4120 x52245,54,1,public,,24 hours daily,$3.50 parking fee required,2026-03-12,LD,False,0.0,54,81 boul. Mercier,Amos,QC,J9T 2N8,,-78.121816,48.571598,200-9
83534,University of Guelph - Lot 31,519-824-4120,12262,33,public,,24 hours daily; maximum session time of 4 hours,Free; permit or paybyphone from 8am-5pm M-F,2026-02-13,LD,False,0.0,12262,1222 Route 111 E,Amos,QC,J9T 1N1,,-78.09558,48.56045,GPS
83536,Just Us! Coffee,902-697-4225,145,1,public,,24 hours daily,Free,2026-02-13,LD,False,0.0,145,182 1ere rue E,Amos,QC,J9T 2G1,"The parking lot behind the theater, beside the hotel.",-78.11324,48.564819,200-9
83537,Kentville Centennial Arena,902-679-2542,1685,2,public,,24 hours daily,Free,2025-04-09,LD,True,0.0,1685,"892, rte 111 E.",Amos,QC,J9T 2K4,,-78.107183,48.560741,GPS
83539,Laurie's Motor Inn,902-224-2400,9615,2,public,,8am-8pm daily,Free for guests; $15 flat fee for non-guests,2026-03-12,LD,False,0.0,9615,464 Chem. de la Marina,Amos,QC,J9T 1N1,,-78.111712,48.559775,GPS
83540,Audi - Barrie,705-431-9393,7403,5,public,,24 hours daily,Free,2022-02-10,LD,False,0.0,7403,266 Blvd Saint-Benoit O,Amqui,QC,G5J 2E8,,-67.437766,48.468343,GPS
83543,Les Produits Gilbert,418-275-5041,7416,5,public,,24 hours daily; Drivers must bring their own J1772 cordset for Level 1 charging,Free,2025-04-09,LD,False,0.0,7416,209 Boul. St-Benoit Ouest,Amqui,QC,G5J 2E9,,-67.436565,48.466764,GPS
83545,Membertou Market Shell,902-539-8401,7417,5,public,,24 hours daily,Free,2023-08-10,LD,False,0.0,7417,"394, Québec 132 ouest",Amqui,QC,G5J 2G6,,-67.440431,48.475496,GPS
83546,Crowne Plaza Lord Beaverbrook,506-455-3371,12286,33,public,,24 hours daily; for guest use only,Parking fee is $16.50 per night,2025-06-06,LD,False,1.0,12286,189 boul. St-Benoit Est,Amqui,QC,G5J 2C2,,-67.41859,48.45512,GPS
83547,Delta Beausejour Hotel,506-854-4344,11402,7,public,,24 hours daily; guests only,Free,2025-06-06,LD,False,1.0,11402,Chilcotin-Bella Coola Hwy,Anahim Lake,BC,V0L 0A7,,-125.283117277384,52.4498949650349,GPS
83550,North Shore Kia,,14221,18,public,CALL,Dealership business hours,Free,2022-04-13,,True,0.0,14221,10 Legend Court,Ancaster,ON,L9K 1J3,,-79.94769,43.226969,GPS
83552,Bolton GM,,10147,2,public,,24 hours daily; for client use only,Free,2024-06-13,LD,False,1.0,10147,838 Mineral Springs Road,Ancaster,ON,L9G 4X1,,-80.008216,43.236119,GPS
83561,Aitken Chevrolet Buick GMC,866-406-6018,3717,2,public,,9am-5pm daily; for customer use only,Free,2026-02-13,LD,False,1.0,3717,777 Garner Rd E,Ancaster,ON,L9K 1J4,,-79.9486352,43.2102782,GPS
83562,Edmundston Madawaska Tourism,866-737-6766,3717,2,public,,24 hours daily,Free,2025-06-06,MD,False,0.0,3717,777 Garner Rd E,Ancaster,ON,L9K 1J4,,-79.9486352,43.2102782,GPS
83565,Katlyn International,519-885-3400,11648,14,public,,9am-5pm daily,Free,2020-01-06,,False,0.0,11648,790 Shaver Rd,Ancaster,ON,L9G 3K9,,-80.011067,43.189878,GPS
83566,Alta Nissan,905-851-1279,603,1,public,CALL,24 hours daily,,2026-02-13,LD,False,0.0,603,1180 Wilson St,Ancaster,ON,L9G 3K9,,-80.020687,43.196149,200-9
83567,Fox Chevrolet Cadillac,506-452-1010,1033,9,public,,24 hours daily,Free,2025-06-06,,False,0.0,1033,1255 Boul Duplessis,Ancienne-Lorette,QC,G2G 2B4,,-71.353963,46.788196,GPS
83569,CLSC de Benny Farm,,7419,5,public,,24 hours daily,,2019-09-11,,False,0.0,7419,99 Route 235,Ange-Gardien,QC,J0E 1E0,,-72.9336,45.3655,GPS
83570,Prestige Ford,,5610,15,private,,"8am-9pm M-Th, 8am-6pm F, 10am-4pm Sat; for client use only",Free,2026-03-30,MD,False,,5610,101 Route 235,Ange-Gardien,QC,J0E 1E0,,-72.93385,45.36489,200-8
83571,Poste de la MRC,,15142,40,public,,24 hours daily,Free,2026-03-30,LD,False,0.0,15142,126 QC-235,Ange-Gardien,QC,J0E 1E0,,-72.935113,45.3610616,GPS
83576,Lounsbury Chevrolet,506-857-4300,7948,5,public,,"8am-8pm M, 8am-6pm T-F, 8:30am-4:30pm Sat; For client use only",Free,2025-12-12,LD,False,1.0,7948,"101, rue Canrobert",Ange-Gardien,QC,J0E 1E0,,-72.935,45.35515,GPS
83577,Maritime Geothermal,506-756-8135,9447,2,public,,8am-5pm M-F,Free,2023-10-12,LD,False,0.0,9447,8529 County Road 10,Angus,ON,L0M 1B0,,-79.88462,44.31395,GPS
83578,Miramichi City Hall,506-623-2200,7420,5,public,,24 hours daily,Free,2020-01-06,,False,0.0,7420,6572 rue des Ormeaux,Anjou,QC,H1K 2X5,,-73.546,45.6113,GPS
83580,Rodeway Inn Grand Falls,506-473-1300,7949,5,public,,24 hours daily,Free,2024-11-06,LD,False,1.0,7949,"7000, boulevard Joseph-Renaud",Anjou,QC,H1K 3V7,,-73.554639,45.605372,GPS
83585,Sackville Welcome Centre,506-364-4967,1901,2,public,,24 hours daily,Free,2025-05-12,LD,False,0.0,1901,7500 Boulevard Galeries d'Anjou,Anjou,QC,H1M 3M4,,-73.568065,45.598417,GPS
83589,Sarchfield Electric,506-325-2800,1552,2,public,,24 hours daily,Free,2024-11-06,LD,False,0.0,1552,7999 Boulevard des Galeries d'Anjou,Anjou,QC,H1M 1W9,,-73.56296,45.599421,GPS
83592,Ville de Dalhousie,506-684-7600,1552,2,public,,24 hours daily,Free,2020-01-06,,False,0.0,1552,7999 Boulevard des Galeries d'Anjou,Anjou,QC,H1M 1W9,,-73.56296,45.599421,GPS
83593,5 Kings Restaurant & Picaroons Brewhouse,506-466-2739,13126,1,public,,24 hours daily; for customer use only,Free,2025-06-06,LD,False,1.0,13126,11401 Avenue L-J Forget,Anjou,QC,H1J 2Z8,,-73.58605,45.62043,GPS
83598,Halifax Central Library,902-490-5700,3638,5,public,CALL,6am-1am daily,Free; parking fee required,2025-12-12,LD,False,0.0,3638,8750 avenue Chaumont,Anjou,QC,H1K 4E8,,-73.5465681593561,45.6112760263953,GPS
83609,Competition Chevrolet,780-963-6121,10625,1,public,,24 hours daily; for dealership andclient use only,Free,2024-11-06,LD,False,1.0,10625,8145 Rue Bombardier,Anjou,QC,H1J 1A5,,-73.57793,45.61621,200-8
83610,Peavey Mart,306-642-3334,11545,2,public,,"7:30am-6pm M-Sat, 10am-5pm Sun",Free,2024-06-13,LD,False,0.0,11545,8301 blvd Metropolitain Est,Anjou,QC,H1J 1K1,,-73.561459,45.61141,GPS
83612,Peavey Mart,306-348-8090,8411,5,public,,24 hours daily,Free,2024-06-13,LD,False,0.0,8411,7273 boul. des Galeries-d'Anjou,Anjou,QC,H1M 2W2,,-73.5607376098633,45.5977668762207,GPS
83613,Peavey Mart,306-682-2982,14971,14,public,,24 hours daily,Free,2024-06-13,LD,False,0.0,14971,112 Prince Albert Rd,Annapolis Royal,NS,B0S 1A0,,-65.513977,44.744454,GPS
83617,Peavey Mart,306-445-6171,901,9,public,,24 hours daily,Free,2024-06-13,LD,False,0.0,901,285 St George St,Annapolis Royal,NS,B0S 1A0,,-65.518916,44.742911,200-9
83620,Peavey Mart,306-242-0981,5387,1,public,,24 hours daily,Free,2024-06-13,LD,False,0.0,5387,18997 Dufferin St,Ansnorveldt,ON,L3Y 4V9,,-79.5404693,44.0799808,GPS
83621,Kananaskis Mountain Lodge,,3764,2,public,,24 hours daily; for guest use only or with parking fee,Free,2024-11-06,LD,False,1.0,3764,30 James Street,Antigonish,NS,B2G 2W3,,-62.0020919,45.6157737,GPS
83626,South West Detention Centre,519-967-3100,3591,2,public,,24 hours daily,Free,2026-03-30,LD,False,0.0,3591,283 Main St,Antigonish,NS,B2G 2C3,,-61.9923834,45.6222672,GPS
83627,Aurora Town Hall,905-727-1375,5555,2,public,,24 hours daily,Free,2026-03-30,LD,False,0.0,5555,325 Main St,Antigonish,NS,B2G 2C3,,-61.9938848,45.6220379,GPS
83633,Hopital Notre-Dame,514-413-8777,178,1,public,,24 hours daily,Free with paid parking,2026-03-30,LD,False,0.0,178,137 Church St,Antigonish,NS,B2G 2E2,"Past Sobeys in Mall lot, turn right for the Claymore; charging station at rear of the inn",-61.982485,45.615736,200-9
