Location_ID (PK),Street_Address,City ,State,ZIP,Intersection_Direction,Longitude,Latitude,Geocode_status
288,7740 40 Ave,Red Deer,AB,T4P 2H9,,-113.791503,52.306241,200-9
289,3502 rue Queen,Rawdon,QC,J0K 1S0,,-73.702869,46.039478,200-8
290,55 Patterson Rd,Barrie,ON,L4N 3V9,,-79.70788,44.36696,200-8
291,601 rue Principale,St-Marcelline,QC,J0K 2Y0,,-73.60201,46.11816,200-8
292,250 rue Masson,St-Thecle,QC,G0X 3G0,,-72.50698,46.818476,200-9
293,499 Cornwall Rd,Oakville,ON,L6J 7S8,Parking lot outside of TOSTO,-79.67353075,43.46428382,GPS
294,5833 boul. Pierre-Bertrand,Quebec City,QC,G2K 1K7,,-71.285664,46.837998,200-9
295,250 boul. Antonio-Barrette,Notre-Dame-des-Prairies,QC,J6E 6J5,,-73.427764,46.046335,200-9
296,640 Main St,West Hawkesbury,ON,K6A 2J3,One unit inside; two units outside,-74.624095,45.611323,200-9
297,481 Wharncliffe Rd S,London,ON,N6J 2N1,,-81.2616,42.9581,200-9
298,1226 rue Principale,St-Etienne-des-Gres,QC,G0X 2P0,,-72.246315,46.506323,200-8
299,1224 rue Principale,St-Etienne-des-Gres,QC,G0X 2P0,,-72.77213,46.440231,200-9
300,7018 Industrial Drive,Comber,ON,N0P 1J0,,-82.550197,42.239135,200-8
301,1311 102nd St NW,Edmonton,AB,T6N 1M3,,-113.489439,53.443099,200-9
302,805 Brookdale Avenue,Cornwall,ON,K6J 4P3,,-74.748119,45.023675,200-8
303,4420 Railway Ave,Vermilion,AB,T9X 1G1,,-110.835833,53.350693,200-9
304,290 Hamilton Rd,Yorkton,SK,S3N 4C6,,-102.440635,51.207389,200-9
305,111 Government Rd,Weyburn,SK,S4H 0P2,,-103.858228,49.662388,200-8
306,750 Prom Du St Maurice,Shawinigan,QC,G9N 1L6,,-72.75153933,46.53752722,GPS
307,2 Gateway Blvd,Brampton,ON,L6T 4A7,,-79.700098,43.738731,200-9
308,540 Memorial Dr,Fort McMurray,AB,T9K 4V9,,-111.419394,56.76087334,GPS
309,100 College Blvd,Red Deer,AB,T4N 5H5,,-113.826849,52.247192,200-9
310,200 Saprae Creek Trail,Fort McMurray,AB,T9H 4P1,,-111.338513,56.657986,200-8
311,6498 Telephone Rd.,Port Hope,ON,L1A3V6,,-78.285373,43.971579,200-8
312,145 King St W,Toronto,ON,M5H 1J8,,-79.383925,43.647466,200-9
313,5775 Yonge St,Toronto,ON,M2M 4J1,,-79.416048,43.78332,200-9
314,255 Front St W,Toronto,ON,M5V 2W6,In the North Garage,-79.387013,43.644355,200-8
315,5506 Main St,Osoyoos,BC,V0H 1V3,,-119.443172,49.028741,200-9
316,1975 Broad St,Regina,SK,S4P 1Y2,,-104.6058592,50.44763382,GPS
317,1590 Cliffe Ave,Courtenay,BC,V9N 2K4,,-124.991084,49.685591,200-9
318,9605 34th Ave N,Edmonton,AB,T6E 5W8,,-113.478755,53.466578,200-9
319,1290 W Trans Canada Hwy,Kamloops,BC,V2C 6R3,,-120.3679324,50.65485162,GPS
320,4720 Allendale Rd,Okanagan Falls,BC,V0H 1R2,,-119.548607,49.322841,200-9
321,12671 Sunshine Coast Hwy,Madeira Park,BC,V0N 2H1,,-124.020729,49.622909,200-9
322,806 Trans Canada Hwy,Sicamous,BC,V0E 2V0,,-118.969672,50.838666,200-9
323,1950 Highway 5 S,Valemount,BC,V0E 2Z0,,-119.272307,52.818709,200-8
324,11 rue Principale N,Sutton,QC,J0E 2K0,,-72.615674,45.107182,200-8
325,500 Osprey Ln,Tofino,BC,V0R 2Z0,,-125.899235,49.123956,200-9
326,596 Marine Dr,Ucluelet,BC,V0R 3A0,,-125.554958,48.93774,200-9
327,29 Sir Winston Churchill Ave,St. Albert,AB,T8N 0G3,Located behind building,-113.626907,53.631006,200-9
328,110 1st Ave S,Vulcan,AB,T0L 2B0,,-113.260226,50.404603,200-9
329,9550 Pine Valley Dr,Vaughan,ON,L4L 1A6,,-79.584241,43.829518,200-6
330,4705 50th Ave,Wetaskiwin,AB,T9A 0R8,,-113.366743,52.968526,200-9
331,1377 Lawrence Ave E,Toronto,ON,M3A 3P8,,-79.318533,43.74079,200-9
332,4190 Black Sage Rd,Oliver,BC,V0H 1T1,Located on loading dock shed at north end of parking lot,-119.5489763,49.10980405,GPS
333,525 Highway 11 W,Fort Frances,ON,P9A 3J3,,-93.41509173,48.61012497,GPS
334,143 Bell St,Ingersoll,ON,N5C 3K5,,-80.892292,43.040814,200-9
335,545 Seymour St,Vancouver,BC,V6B 3H6,,-123.114722,49.283447,200-8
336,123 Front St W,Toronto,ON,M5J 2M3,,-79.38256,43.645275,200-8
337,8625 Highway 99,Whistler,BC,V0N 1B8,,-122.959947,50.14443461,GPS
338,2000 Island Hwy N,Nanaimo,BC,V9S 5W3,,-123.968111,49.19094,200-8
339,5797 Cowrie St,Sechelt,BC,V0N 3A0,,-123.762,49.4721,GPS
340,860 Church Rd,Parksville,BC,V9P 2B8,,-124.356133,49.310407,200-9
341,176 chemin de la Pointe,Riviere-Ouelle,QC,G0L 2C0,,-70.045087,47.435609,200-9
342,775 Gardiners Rd,Kingston,ON,K7M 7H8,,-76.568748,44.249784,200-9
343,2400 S Service Rd,Oakville,ON,L6L 5M9,,-79.7356505,43.4130744,200-9
344,215 rue Fortin,Quebec,QC,G1M 3M2,,-71.267551,46.828021,200-9
345,2741 Highway 97 N,Kelowna,BC,V1X 4J8,,-119.428027,49.889576,200-9
346,2350 Highway 97 N,Kelowna,BC,V1Y 6G8,,-119.4312586,49.88404439,GPS
347,7100 rue Saint-Jacques,Montreal,QC,H4B 1V2,,-73.630889,45.454617,200-9
348,88 Pacific Blvd,Vancouver,BC,V6Z 2R6,,-123.1070423,49.2767368,
349,650 rue Graham-Bell,Quebec,QC,G1N 4H5,,-71.274118,46.794479,200-9
350,39645 Government Rd,Squamish,BC,V5C 2K3,,-123.159901,49.728645,200-9
351,1141 2e Ave,Grand-Mere,QC,G9T 2X9,,-72.695275,46.607265,200-9
352,3550 chemin des Trembles,St-Paulin,QC,J0K 3G0,,-73.00318,46.450995,200-8
353,1234 Wharf St,Victoria,BC,V8W 3H9,,-123.370547,48.426584,200-9
354,9904 Dudley Dr,Hudson's Hope,BC,V0C 1V0,,-121.9144369,56.02604395,GPS
355,325 Wallace St,Hope,BC,V0X 1L0,In a dedicated street parking stall opposite The Blue Moose Cafe,-121.4414873,49.37986856,GPS
356,914 8th Ave,Invermere,BC,V0A 1K0,Located on the east wall of the Municipal Building facing 8th avenue north,-116.030617,50.505845,200-9
357,530 5th St,Nanaimo,BC,V9R 1P2,,-123.95132,49.155138,200-8
358,6671 Egmont Rd,Egmont,BC,V0N 1N0,,-123.9357207,49.75066879,GPS
359,5988 Willingdon Ave,Burnaby,BC,V5H 2A7,Located on parking level 1,-123.005526,49.229508,200-8
360,1315 Kootenay St,Vancouver,BC,V5K 4Y3,,-123.027636,49.272879,200-8
361,389 Main St,Tatamagouche,NS,B0K 1V0,,-63.284221,45.707423,200-9
362,100 Taunton Rd E,Whitby,ON,L1N 5R8,,-78.95369598,43.91748274,GPS
363,621 Route 153,St-Tite-de-Champlain,QC,G0X 3H0,,-72.574599,46.729265,200-9
364,5559 Dundas St W,Toronto,ON,M9B 1B9,,-79.550278,43.629767,
365,1155 avenue Lariviere,Rouyn-Noranda,QC,J9X 4K9,,-78.9948,48.224369,200-9
366,933 Westminster Ave W,Penticton,BC,V2A 1L1,,-119.60592,49.497712,200-9
367,701 rue de la Visitation,St-Charles-Borromee,QC,J6E 7S5,,-73.472337,46.05272,200-9
368,640 Rowntree Dairy Rd,Vaughan,ON,L4L 5T8,,-79.5653,43.777594,200-9
369,2190 Rte du Fleuve,Les Eboulements,QC,G0A 2M0,,-70.314991,47.480625,200-9
370,2185 Robertson Rd,Ottawa,ON,K2H 5Z2,,-75.840345,45.319892,200-9
371,57 avenue Morel,Kamouraska,QC,G0L 1M0,,-69.866378,47.566077,200-9
372,5556 Highway 311,Earltown,NS,B0K 1P0,,-63.137166,45.57734,200-9
373,1150 Douglas St,Victoria,BC,V8W 3M9,,-123.365639,48.425067,200-9
374,567 boul. du Royaume O,Chicoutimi,QC,G7H 5B1,,-71.091019,48.384217,200-9
375,1193 Place Phillips,Montreal,QC,H3B 3C9,,-73.567401,45.503704,200-9
376,1610 Telegraph Cove Rd,Mt. Waddington,BC,V0N 3J0,,-126.8339915,50.54528358,GPS
377,327 Rainbow Rd,Salt Spring Island,BC,V8K 2M4,,-123.516088,48.853388,200-9
378,443 10th Ave,Hanover,ON,N4N 1P5,,-81.016826,44.15005,GPS
379,2250 S Service Rd,Oakville,ON,L6L 5N1,,-79.73145007,43.41671011,GPS
380,602 Dunsmuir St,Vancouver,BC,V6B 1Y6,Located in underground parking lot of the Hudson building,-123.115965,49.28297,200-9
381,1528 Whiffen Spit Rd,Sooke,BC,V9Z 0T4,,-123.72761,48.356554,200-9
382,2440 Sidney Ave,Sidney,BC,V8L 1Y7,,-123.398404,48.650394,200-9
383,446 Main St,Sicamous,BC,V0E 2V0,Enter via Finlayson St,-118.98273,50.836732,200-9
384,1128 W Georgia St,Vancouver,BC,V6E 0A8,,-123.123947,49.285762,200-9
385,9751 Third St,Sidney,BC,V8L 3A5,,-123.397546,48.647902,200-9
386,1209 Clarke Rd,Brentwood Bay,BC,V8M 1P8,,-123.448599,48.575792,200-9
387,80 rue St-Marc,Louiseville,QC,J5V 2E6,,-72.947875,46.256794,200-8
388,540 rue Notre-Dame,St-Rémi,QC,J0L 2L0,,-73.611371,45.265182,200-9
389,5401 Blvd des Galeries #110,Quebec,QC,G2K 2B4,,-71.300736,46.831374,GPS
390,755 boul. Saint-Joseph,Roberval,QC,G8H 2L4,,-72.221595,48.516048,200-9
391,500 Av Saint-David,Montmagny,QC,G5V 4P9,,-70.550963,46.970009,200-9
392,1415 Huron Rd,Kitchener,ON,N3R 0L3,,-80.490124,43.382007,200-8
393,450 Whistler Way,Whistler,BC,V0N 1B4,,-122.9553983,50.113325,GPS
394,675 Tranquille Rd,Kamloops,BC,V2B 3H7,,-120.3614493,50.69640229,GPS
395,8000 11th St SE,Calgary,AB,T2H 3B2,,-114.044534,50.979931,200-9
396,1120 14th St N,Golden,BC,V0A 1H0,,-116.974555,51.31534,200-9
397,9520 Pine Valley Dr,Woodbridge,ON,L4H 2Z6,,-79.58865133,43.82707379,GPS
398,923 Robie St,Halifax,NS,B3H 3C3,,-63.581704,44.63132,200-9
399,515 boul. Dollard,Joliette,QC,J6E 4M5,,-73.42837951,46.0216889,GPS
400,6600 Turner Valley Rd,Mississauga,ON,L5N 5Z1,,-79.740092,43.597203,200-9
401,1885 Upper James St,Hamilton,ON,L9B 1K8,,-79.896995,43.193288,200-9
402,125 S Shore Rd,Lake Cowichan,BC,V0R 2G0,,-124.0581083,48.82300413,GPS
403,2800 Barlow Trail NE,Calgary,AB,T1Y 1A2,,-114.000716,51.077996,200-9
404,13215 97th St NW,Edmonton,AB,T5E 4C7,,-113.491346,53.593999,200-9
405,3292 Production Way,Burnaby,BC,V5A 4R4,,-122.918052,49.253827,200-9
406,620 rue Tache,Saint-Pascal,QC,G0L 3Y0,,-69.804761,47.525602,200-9
407,2015 Pan Am Blvd,Milton,ON,L9E 0K7,,-79.875513,43.475544,200-8
408,1650 Avenue Vallée,Plessisville,QC,G6L 2W5,,-71.768508,46.223942,200-9
409,"480, 490, and 500-510 North Rd",Gabriola,BC,V0R 1X0,,-123.849994,49.174308,200-9
410,1441 Pacific Rim Hwy,Tofino,BC,V0R 2Z0,,-125.869648,49.104783,200-9
411,8001 Highway 99,Whistler,BC,V0N 1B0,,-122.9972,50.09242,200-5
412,200 rue de l'Auberge,St-Come,QC,J0K 2B0,,-73.883745,46.272629,200-8
413,7120 Yonge St,Thornhill,ON,L4J 1V8,,-79.42146,43.800768,200-9
414,3835 Redford St,Port Alberni,BC,V9Y 3S2,,-124.791844,49.245921,200-9
415,5011 49th Ave,Pouce Coupe,BC,V0C 2C0,,-121.62995,55.699996,200-8
416,2031 Malaview Ave,Sidney,BC,V8L 5X6,Apt 203,-123.415114,48.65656,200-9
417,6929 W Coast Rd,Sooke,BC,V9Z 0V1,,-123.730334,48.367452,200-9
418,1264 Bouvette Rd,Lillooet,BC,V0K 1V0,,-121.941805,50.68332039,GPS
419,2 Upton Rd,Charlottetown,PE,C1A 7K2,,-63.168548,46.262356,200-9
420,88 Queens Quay W,Toronto,ON,M5J 0B8,,-79.378999,43.64065,200-9
421,1000 Blvd Sainte-Anne,Saint-Charles-Borromee,QC,J6E 6J2,,-73.457026,46.039347,200-9
422,157 rue Beaudry N,Joliette,QC,J6E 6A7,,-73.451721,46.020164,200-9
423,1000 Av Melville,Shawinigan,QC,G9N 6T9,,-72.755061,46.532312,200-8
424,1 Chemin des Iles,Levis,QC,G6W 8B6,,-71.199815,46.767966,200-9
425,491 boul. Saint-Laurent E,Louiseville,QC,J5V 1J1,,-72.928231,46.25716,200-9
426,465 avenue de la Grande-Anse,La Pocatiere,QC,G0R 1Z0,,-70.04191,47.371008,200-9
427,3250 Murray St,Port Moody,BC,V3H 1X8,,-122.831101,49.28071,200-9
428,800 Automall Dr,North Vancouver,BC,V7P 3R8,,-123.095784,49.316582,200-9
429,5095 avenue du Tour-du-Lac,Lac-a-la-Tortue,QC,G0X 1L0,,-72.612345,46.616331,200-9
430,1071 Montee Saint-Laurent,St-Barthelemy,QC,J0K 1X0,,-73.099841,46.176473,200-9
431,400 Av de l'Hotel-Dieu,Sorel-Tracy,QC,J3P 1N5,,-73.096437,46.046423,200-8
432,265 Route 132 O,St-Andre,QC,G0L 2H0,,-69.755034,47.645857,200-9
433,9640 201st St,Langley,BC,V1M 3E8,,-122.663562,49.178153,200-9
434,124 McPhillips Ave,Salt Spring Island,BC,V8K 2T5,,-123.501083,48.852901,200-9
435,3701 Lougheed Hwy,Burnaby,BC,V5C 0J4,,-123.02349,49.265868,200-8
436,3675 Shelbourne St,Victoria,BC,V8P 4H1,,-123.332957,48.461281,200-8
437,2388 Cambie St,Vancouver,BC,V5Z 2T8,,-123.114237,49.264269,200-9
438,2005 Sooke Rd,Victoria,BC,V9B 5Y2,,-123.478025,48.439725,200-8
439,1467 Mustang Pl,Port Coquitlam,BC,V3C 6L2,,-122.751551,49.244787,200-9
440,3995 Quadra St,Victoria,BC,V8X 1J8,,-123.36398,48.469715,200-9
441,250 Lakeshore Rd W,Port Credit,ON,L5H 1G3,,-79.592438,43.545547,200-9
442,569 W 16th Ave,Vancouver,BC,V5Z 4N7,,-123.11774,49.2571,200-8
443,198 Parkway Pl,Penticton,BC,V2A 8G8,,-119.607022,49.486793,200-9
444,175 Ingram St,Duncan,BC,V9L 1P1,,-123.709776,48.779462,200-8
445,4091 Shelbourne St,Victoria,BC,V8N 5Y1,Located in the parking lot near the Starbucks,-123.332536,48.476912,200-9
446,4901 N Island Hwy,Courtenay,BC,V9N 5Y9,,-124.99328,49.717484,200-8
447,175 Bloor St E,Toronto,ON,M5S 2C6,,-79.394558,43.668613,200-8
448,700 Bay St,Toronto,ON,M5G 2K4,,-79.385065,43.658226,200-9
449,38 Leek Crescent,Richmond Hill,ON,L4B 4N8,,-79.376858,43.86347,200-9
450,2630 Skymark Ave,Mississauga,ON,L4W 5A4,,-79.597372,43.658514,200-9
451,1199 rue de Bleury,Montreal,QC,H3B 3J1,,-73.565516,45.505794,200-9
452,1055 boul. des Forges,Trois-Rivières,QC,G8Z 4J9,,-72.552914,46.34412,200-9
453,4220 Commerce Cir,Victoria,BC,V8W 2T6,,-123.394708,48.481089,200-9
454,1080 Grande-Allee Ouest,Quebec,QC,G1S 1C7,,-71.24357588,46.79235686,GPS
455,10 Bridge St W,West Tillsonburg,ON,N4G 5C9,,-80.731486,42.862817,200-9
456,4862 Second Concession Rd,Port Colborne,ON,L0S 1R0,,-79.135648,42.911661,200-9
457,1735 rue Mitis,Saguenay,QC,G7K 1H3,,-71.124877,48.40349,200-9
458,100 Ch Sainte-Melanie,St-Jean-de-Matha,QC,J0K 2S0,,-73.557198,46.262117,200-8
459,770 boul. Saint-Germain,Rimouski,QC,G5L 3T1,,-68.584911,48.430984,200-9
460,3001 32nd Ave,Vernon,BC,V1T 2L8,,-119.271143,50.265801,200-9
461,1200 Cardiff Blvd,Mississauga,ON,L5S 1P6,,-79.68311,43.672477,200-9
462,11 Browning Ct,Bolton,ON,L7E 1G8,,-79.733013,43.861453,200-9
463,1520 Barrow St,North Vancouver,BC,V7J 1B7,,-123.031071,49.304616,200-9
464,180 Station St,Ajax,ON,L1S 2G3,,-79.028273,43.85045,200-9
465,21 Micmac Blvd,Dartmouth,NS,B3A 4N3,,-63.556209,44.684884,200-8
466,1 QC-111,La Sarre,QC,J9Z 1R5,,-79.206057,48.799572,200-9
467,101 boul. Cartier,Riviere-du-Loup,QC,G5R 2N3,,-69.537527,47.848318,200-9
468,10 rue Saint-Pierre,St-Alexis-des-Monts,QC,J0K 1V0,,-73.383309,46.292603,200-8
469,5940 Blackfoot Trail SE,Calgary,AB,T2H 2B5,,-114.047922,51.000349,200-9
470,500 boul. du Beau-Pre,Beaupre,QC,G0A 1E0,,-70.907652,47.064003,200-8
471,5 rue School,Arundel,QC,J0T 1A0,,-74.615824,45.967492,200-9
472,555 Horace-J-Beemer,Roberval,QC,G8H 0A7,,-72.2353177,48.52892453,GPS
473,900 Av Bombardier,Alma,QC,G8B 6H2,,-71.6483,48.569275,200-8
474,300 Ave de Georges,Shawinigan,QC,G9T 3M7,,-72.656892,46.620978,200-9
475,1007 boul. Rene-Levesque,Montreal,QC,H3E 0H1,,-73.534824,45.469158,200-8
476,105 Grande Ligne,St-Raymond,QC,G3L 2Y4,,-71.81508,46.89977,200-8
477,71 rue Charlotte,Sorel-Tracy,QC,J3P 1G5,,-73.113399,46.043712,200-9
478,301 rue Leonard,St-Agathe,QC,J8C 0A1,,-74.269365,46.045375,200-9
479,755 boul. Rene-Levesque,Drummondville,QC,J2C 6Y7,,-72.51941,45.899037,200-9
480,53 rue des Pionniers,La Macaza,QC,J0T 1R0,,-74.772535,46.370999,200-9
481,601 rue Principale,St.-Adelphe,QC,G0X 2G0,,-72.432509,46.732594,200-9
482,225 QC-132,La Pocatiere,QC,G0R 1Z0,,-70.043612,47.370056,200-9
483,200 boul. Richelieu,Richelieu,QC,J3L 3R4,,-73.253301,45.443317,200-9
484,1870 6e Ave,Grand-Mere,QC,G9T 5L1,,-72.708848,46.60395,200-9
485,1105 La Petite-Caroline,Rougemont,QC,J0L 1M0,,-73.042882,45.452744,200-9
486,1300 avenue Nicolas-Perrot,Becancour,QC,G9H 1A1,,-72.43558,46.348647,200-9
487,2285 Ocean Ave,Sidney,BC,V8L 5Z8,,-123.404269,48.643945,200-9
488,3078 chemin Saint-Louis,Quebec,QC,G1W 1R7,,-71.291019,46.757332,200-9
489,525 Ch des Falaises,La Malbaie,QC,G5A 2V8,,-70.144608,47.627948,200-9
490,4475 Wayburn Ave,Burnaby,BC,V5G 4X4,,-122.999107,49.249413,GPS
491,415 Commonwealth Rd,Kelowna,BC,V4V 1P4,Unit 1,-119.392908,50.007552,200-9
492,9565 5th St,Sidney,BC,V8L 2W5,,-123.400331,48.642246,200-8
493,374 Lower Ganges Rd,Salt Spring Island,BC,V8K 2V7,,-123.511937,48.86099,200-8
494,5401 43rd St,Bonnyville,AB,T9N 0H3,,-110.722178,54.271152,200-9
495,3750 Market St SE,Calgary,AB,T3M 1M4,"Two units on the surface, two units underground",-113.955742,50.879725,200-9
496,171 Glendeer Cir SE,Calgary,AB,T2H 2S8,,-114.032204,50.988267,200-9
497,405 Spray Ave,Banff,AB,T1L 1J4,,-115.562642,51.163852,200-8
498,1001 3e Av E,Val-d'Or,QC,J9P 0J7,,-77.750014,48.097907,200-9
499,311 boul de l'Hotel de Ville O,Riviere-Du-Loup,QC,G5R 5S4,,-69.558256,47.820836,200-8
500,30 London Rd,Brucefield,ON,N0M 1J0,,-81.517014,43.526006,200-9
501,Technology Dr,London,ON,N5Y 5R6,,-81.20083304,43.01211953,GPS
502,377 Rte 199,Grande-Entree,QC,G4T 7A5,,-61.52288452,47.55819927,GPS
503,43 Arthur Ave,Essex,ON,N8M 2N1,,-82.819467,42.173674,200-8
504,33 Church St,Georgina,ON,L4P 3E9,,-79.454172,44.24686,200-9
505,1185 boul. la Verendrye O,Gatineau,QC,J8T 8P2,,-75.703628,45.489786,200-9
506,75 rue d'Edmonton,Gatineau,QC,J8Y 6W9,,-75.730696,45.449487,200-9
507,1950 Mamette Ave,Merritt,BC,V1K 1B8,,-120.789053,50.112968,200-8
508,335 avenue de l'Amitie,St-Pascal,QC,G0L 3Y0,,-69.814625,47.529871,200-9
509,7 boul. Industriel,Temiscouata-sur-le-Lac,QC,G0L 1E0,,-68.89831453,47.67938542,GPS
510,2580 avenue du Pont S,Alma,QC,G8B 5V2,,-71.657053,48.516318,200-9
511,1445 boul. Ducharme,La Tuque,QC,G9X 4R6,Located in the garage,-72.785964,47.410613,200-9
512,134 Eileen Stubbs Ave,Dartmouth,NS,B3B 1Y6,Located in the cul-de-sac,-63.5704,44.6947,GPS
513,1695 Route 1,Pointe-de-l'Eglise,NS,B0W 1M0,,-66.116962,44.333003,200-9
514,2154 Lazaar Rd,Sooke,BC,V9Z 1G1,,-123.697649,48.384647,200-9
515,2489 Sinclair Rd,Victoria,BC,V8N 6M2,,-123.301048,48.462867,200-8
516,322 John St,Victoria,BC,V8T 1T3,,-123.375695,48.435933,200-9
517,12 Redwood Ave,Summerside,PE,C0B 2A0,,-63.826614,46.436325,200-9
518,535 Silverdale Cres,Courtenay,BC,V9N 4B4,,-124.960119,49.715165,200-9
519,351 Bewicke Ave,North Vancouver,BC,V7M 3E9,,-123.09134,49.32083,200-8
520,819 Automall Dr,North Vancouver,BC,V7P 3R8,,-123.099216,49.316292,200-9
521,425 Bayly St W,Ajax,ON,L1S 6M3,,-79.033281,43.83961,200-9
522,47 Bovaird Dr W,Brampton,ON,L6X 0G9,,-79.787435,43.70522,200-8
523,379 St Paul Ave,Brantford,ON,N3R 4N5,,-80.273802,43.156688,200-9
524,445 Hespeler Rd,Cambridge,ON,N1R 6J2,,-80.323364,43.396801,200-9
525,1055 Wharncliffe Rd S,London,ON,N6L 1J9,,-81.261395,42.937765,200-9
526,1045 Wharncliffe Rd S,London,ON,N6L 1J9,One unit inside; two units outside,-81.2611,42.9381,200-9
527,1663 Richmond St,London,ON,N6G 2N3,,-81.2824,43.0251,200-9
528,3029 Wonderland Rd,London,ON,N6L 1R4,,-81.282,42.9384,200-9
529,640 Wonderland Rd N,London,ON,N6H 3E5,,-81.291468,42.981413,200-8
530,643 Commissioners Rd E,London,ON,N6C 2T9,,-81.232489,42.958164,200-8
531,585 Steeles Ave E,Milton,ON,L9T 1Y6,,-79.886093,43.529493,200-9
532,500 Carlingview Dr,Etobicoke,ON,M9W 5H2,,-79.619936,43.712306,200-9
533,570 Trafalgar Rd,Oakville,ON,L6J 3J2,,-79.682941,43.458137,200-9
534,11667 Yonge St,Richmond Hill,ON,L4E 3N8,,-79.445889,43.912008,200-9
535,1200 Elgin Mills Rd E,Richmond Hill,ON,L4S 1M5,,-79.405514,43.897503,200-9
536,225 E Beaver Creek Rd,Richmond Hill,ON,L4B 3P4,,-79.379243,43.847615,200-9
537,2353 Nixon Rd,Simcoe,ON,N4Y 4K6,Side of the building,-80.40243814,42.85373285,GPS
538,10 Highbury Ave S,St. Thomas,ON,N5P 4C7,,-81.151722,42.794485,200-9
539,Highway 3,Tillsonburg,ON,N4G 2Z8,,-80.67966088,42.84979721,GPS
540,100 King St W,Toronto,ON,M5X 1A9,,-79.381926,43.649365,200-9
541,141 Northfield Dr W,Waterloo,ON,N2L 5A6,,-80.545283,43.497011,200-9
542,456 avenue Saint-Charles,Vaudreuil-Dorion,QC,J7V 2N5,,-74.029112,45.401009,200-9
543,7 boul. de la Cite-des-Jeunes,Vaudreuil-Dorion,QC,J7V 0N3,,-74.01863,45.415181,200-9
544,1240 Stewart Blvd,Brockville,ON,K6V 7H2,,-75.712223,44.60254,200-9
545,632 Principale St,Casselman,ON,K0A 1M0,,-75.081801,45.307333,200-9
546,2695 Brookdale Ave,Cornwall,ON,K6J 5Y2,,-74.768406,45.048395,200-9
547,1875 St. Joseph Blvd,Orleans,ON,K1C 7J2,,-75.544836,45.463211,200-9
548,53 Elgin St,Ottawa,ON,K1P 5J2,,-75.6938469,45.4232213,200-9
549,2071 Lansdowne St W,Peterborough,ON,K9J 6X4,,-78.383589,44.272082,200-9
550,4450 Still Creek Dr,Burnaby,BC,V5C 6C6,,-123.004274,49.261072,200-9
551,8960 University High St,Burnaby,BC,V5A 4Y6,,-122.911298,49.278129,200-8
552,1140 Johnson St,Coquitlam,BC,V3B 7G5,,-122.802314,49.27881,200-9
553,19625 Lougheed Hwy,Pitt Meadows,BC,V3Y 1Z2,,-122.677042,49.226278,200-8
554,2385 Ottawa St B,Port Coquitlam,BC,V3B 8A4,,-122.747304,49.2572,200-9
555,13750 96 Ave,Surrey,BC,V3V 1Z2,,-122.842258,49.176071,200-9
556,Unit 104 17741 65 A Ave,Surrey,BC,V4N 3P3,,-122.697794,49.177183,200-9
557,3050 King George Blvd,Surrey,BC,V4P 1A2,,-122.807034,49.057029,200-9
558,35 rue de la Fabrique,Varennes,QC,J3X 1R1,,-73.440415,45.683239,200-9
559,2650 Rue Sainte-Anne,Varennes,QC,J3X 0B6,,-73.43121,45.69249,200-8
560,1 boul. des Sources,Deschambault,QC,G0A 1S0,,-71.945904,46.692556,200-9
561,118 Croissant des Trois-Lacs,Lantier,QC,J0T 1V0,,-74.2517268,46.1493432,GPS
562,647 Ch du Village,Morin Heights,QC,J0R 1H0,,-74.238312,45.904135,200-8
563,615 123e rue,Shawinigan-Sud,QC,G9P 3R3,,-72.744847,46.518597,200-9
564,1719 Bow Valley Trail,Canmore,AB,T1W 1L7,,-115.359208,51.100228,200-9
565,2323 7 Ave,Fort MacLeod,AB,T0L 0Z0,,-113.397184,49.724868,200-8
566,3969 Crawford Ave.,Merritt,BC,V1K0A4,,-120.750938,50.12447,200-8
567,1925 Laforme Blvd.,Revelstoke,BC,V0E 2S0,,-118.218874,51.009644,200-9
568,100 Mapleview Drive East,Barrie,ON,L4N 9H6,,-79.679595,44.341213,200-9
569,51 Talbot St E,Cayuga,ON,N0A 1E0,,-79.849479,42.951401,200-9
570,33 3rd St,Chatham,ON,N7M 2M4,,-82.189163,42.40411,200-9
571,8 Blais St,Embrun,ON,K0A 1W0,,-75.281295,45.275705,200-9
572,4 Windward Drive,Grimsby,ON,L3M 4E8,,-79.600726,43.209648,200-9
573,70 King William Street,Huntsville,ON,P1H 2A5,,-79.20671,45.333619,200-9
574,97 Dalton Avenue,Kingston,ON,K7K 0C4,,-76.503271,44.267263,200-9
575,6750 Mississauga Rd,Mississauga,ON,L5N 2L3,,-79.742592,43.601136,200-9
576,883307 Highway 65 E,New Liskeard,ON,P0J 1P0,,-79.6736804,47.5259297,GPS
577,8089 Portage Rd,Niagara Falls,ON,L2G 5Z2,,-79.053274,43.059827,200-9
578,114 Drury St,North Bay,ON,P1A 3Z6,,-79.439781,46.309826,200-9
579,292 Louisa Street,Parry Sound,ON,P2A 3C1,,-80.006168,45.345556,200-9
580,1399 Colborne Rd,Sarnia,ON,N7V 3L8,,-82.388348,43.005069,200-9
581,401 Simcoe St,Tillsonburg,ON,N4G 5V7,,-80.689851,42.853153,200-9
582,211 Adelaide St W,Toronto,ON,M5H 3G2,,-79.387116,43.648347,200-9
583,1235 Wilson Ave,Toronto,ON,M2M 0B2,5 in east garage and 5 in west garage,-79.488864,43.725148,200-8
