Station Name,Street Address,Intersection Directions,City,State,ZIP,Station Phone,Extension/Second Number,Access Days Time,Cards Accepted,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,EV Connector Types,Access Code,Access Detail Code,EV Pricing,EV On-Site Renewable Source,Restricted Access,Maximum Vehicle Class,EV Workplace Charging
Alectra Energy Services - Lakeside Park (1 Lakeport Rd),1 Lakeport Rd,,St. Catharines,ON,L2N 5B3,888-356-8911,,24 hours daily,,,6,,FLO,https://www.flo.com,GPS,43.203807,-79.265287,2026-06-29,198163,J1772,public,,Price Information not available,,0,,0
Langdon Hall Country House Hotel & Spa - Tesla Destination,1 Langdon Dr,,Cambridge,ON,N3H 4R8,877-798-3752,,,,,1,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,43.381492,-80.372067,2024-07-01,116462,TESLA,public,,Price Information not available,,,,0
LASALLE RIVERDANCE EV2,1 Laurier Dr,,LaSalle,ON,N9J 3L4,888-758-4389,,24 hours daily,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,42.236221,-83.104839,2026-06-29,254534,J1772,public,,Price Information not available,,0,,0
LASALLE RIVERDANCE EV1,1 Laurier Dr,,LaSalle,ON,N9J 3L4,888-758-4389,,24 hours daily,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,42.23621,-83.104766,2026-06-29,254535,J1772,public,,Price Information not available,,0,,0
Essex Powerlines Corp,1 Laurier Rd,,Lasalle,ON,N9J 1N3,,,24 hours daily,,,4,,Non-Networked,,GPS,42.23679,-83.10209,2025-03-07,386517,J1772,public,,Price Information not available,,0,LD,0
RCCG Anointed Chapel - Brampton,1 Lowry Dr,,Brampton,ON,L7A 1A3,888-356-8911,,24 hours daily,,,,1,FLO,https://www.flo.com,GPS,43.7015581,-79.8027035,2026-06-29,388943,CHADEMO J1772COMBO,public,,Price Information not available,,0,,0
CW Civic Centre,1 Macdonald Square,,Elora,ON,N0B 1S0,888-356-8911,,24 hours daily,,,2,,FLO,https://www.flo.com,GPS,43.683339,-80.430796,2026-06-29,262613,J1772,public,,Price Information not available,,0,,0
Scotiabank Elliot Lake,1 Manitoba Rd,,Elliot Lake,ON,P5A 2T2,866-816-7584,,24 hours daily,,,,1,EV Connect,https://www.evconnect.com,GPS,46.382869,-82.643252,2026-06-29,231058,CHADEMO J1772COMBO,public,,Price Information not available,,0,,0
Ski Marmot Basin,1 Marmot Road,,Jasper,AB,T0E 1E0,888-356-8911,,24 hours daily,,,1,,FLO,https://www.flo.com,GPS,52.804182,-118.090921,2026-06-29,258967,J1772,public,,Price Information not available,,0,,0
Parking Garage 3 - Mary St,1 Mary St North,,Oshawa,ON,L1G 7W8,888-356-8911,,24 hours daily,,,2,,FLO,https://www.flo.com,GPS,43.8989034,-78.8602525,2026-06-29,226837,J1772,public,,Price Information not available,,0,,0
1 Mayer Way,1 Mayer Way,,The Pas,MB,R9A 1V5,888-356-8911,,24 hours daily,,,1,,FLO,https://www.flo.com,GPS,53.830229,-101.24137,2026-06-29,439739,J1772,public,,Price Information not available,,0,,0
GRENFELL HH&S STATION 2,1 McChada Drive,,St. Anthony,NL,A0K 4S0,888-758-4389,,24 hours daily,A D Debit M V,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,51.36445,-55.586868,2026-06-29,373008,J1772,public,,Price Information not available,,0,,0
GRENFELL HH&S STATION 1,1 McChada Drive,,Saint Anthony,NL,A0K 4S0,888-758-4389,,24 hours daily,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,51.364477,-55.586858,2026-06-29,375542,J1772,public,,Price Information not available,,0,,0
Lion's Head Beach Motel & Cottages,1 McNeil St,,Lion's Head,ON,N0H 1W0,519-793-3155,,24 hours daily,A D Debit M V,,2,,Non-Networked,,GPS,44.9899977,-81.25275103,2025-09-12,186101,J1772,public,,Free for guests; $5 per hour for non-guests,,0,LD,0
MANITOUWADGE TOWN OFFICE,1 Mississauga Dr,Near Front Entrance,Manitouwadge,ON,P0T 2C0,888-758-4389,,24 hours daily,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,49.125843,-85.82946,2026-06-29,398137,J1772,public,,Price Information not available,,0,,0
Royal Chevrolet Cadillac,1 monora park,,Orangeville,ON,L9W 0E1,888-356-8911,,24 hours daily,,,3,,FLO,https://www.flo.com,GPS,43.9409776,-80.10388,2026-06-29,252782,J1772,public,,Price Information not available,,0,,0
ROYAL CHEVROLET PARKING 2,1 Monora Park Drive,,Orangeville,ON,L9W 0E1,888-758-4389,,24 hours daily,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,43.940995,-80.103886,2026-06-29,252075,J1772,public,,Price Information not available,,0,,0
ROYAL CHEVROLET EMPLOYEE 1,1 Monora Park Drive,,Orangeville,ON,L9W 0E1,888-758-4389,,24 hours daily,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,43.941032,-80.103901,2026-06-29,252076,J1772,public,,Price Information not available,,0,,0
ROYAL CHEVROLET PARKING 1,1 Monora Park Drive,,Orangeville,ON,L9W 0E1,888-758-4389,,24 hours daily,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,43.941087,-80.103913,2026-06-29,252077,J1772,public,,Price Information not available,,0,,0
PCA BFU UPPER 6,1 Mountain Avenue,,Banff,AB,T1L 1K2,888-758-4389,,24 hours daily,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,51.149268,-115.558562,2026-06-29,447260,J1772,public,,Price Information not available,,0,,0
PCA BFU UPPER 1,1 Mountain Avenue,,Banff,AB,T1L 1J3,888-758-4389,,24 hours daily,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,51.149445,-115.558675,2026-06-29,448522,J1772,public,,Price Information not available,,0,,0
PCA BFU UPPER 2,1 Mountain Avenue,,Banff,AB,T1L 1J3,888-758-4389,,24 hours daily,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,51.149401,-115.558653,2026-06-29,448523,J1772,public,,Price Information not available,,0,,0
PCA BFU UPPER 3,1 Mountain Avenue,,Banff,AB,T1L 1J3,888-758-4389,,24 hours daily,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,51.149372,-115.558633,2026-06-29,448524,J1772,public,,Price Information not available,,0,,0
PCA BFU UPPER 4,1 Mountain Avenue,,Banff,AB,T1L 1K2,888-758-4389,,24 hours daily,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,51.149337,-115.558614,2026-06-29,448525,J1772,public,,Price Information not available,,0,,0
PCA BFU UPPER 5,1 Mountain Avenue,,Banff,AB,T1L 1K2,888-758-4389,,24 hours daily,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,51.149305,-115.558586,2026-06-29,448526,J1772,public,,Price Information not available,,0,,0
ROGERS COMM OMP,1 Mt Pleasant Rd,,Toronto,ON,M4Y 2Y5,888-758-4389,,24 hours daily,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,43.670027,-79.379377,2026-06-29,228846,J1772,public,,Price Information not available,,0,,0
TOFE - Town Hall EV Charging Station,1 Municipal Centre Drive,,Fort Erie,ON,L2A 2S6,888-356-8911,,24 hours daily,,,2,,FLO,https://www.flo.com,GPS,42.9038416,-78.97495,2026-06-29,450595,J1772,public,,Price Information not available,,0,,0
The Regional Municipality of Waterloo,1 N Square,,Cambridge,ON,N1S 1H3,519-575-4400,,24 hours daily,,,2,,Non-Networked,,GPS,43.3594302,-80.3181821,2026-01-14,210365,J1772,public,,Price Information not available,,0,LD,0
NEXTSTAR C-6,1 Nextstar Way,,Windsor,ON,N8N 5E7,888-758-4389,,24 hours daily,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,42.297577,-82.894943,2026-06-29,447946,J1772,public,,Price Information not available,,0,,0
NEXTSTAR C-38,1 Nextstar Way,,Windsor,ON,N8P 1N3,888-758-4389,,24 hours daily,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,42.315218,-82.902947,2026-06-29,447960,J1772,public,,Price Information not available,,0,,0
NEXTSTAR C-62,1 Nextstar Way,,Windsor,ON,N8N 5E7,888-758-4389,,24 hours daily,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,42.29709,-82.89882,2026-06-29,447973,J1772,public,,Price Information not available,,0,,0
NEXTSTAR N-8,1 Nextstar Way,,Windsor,ON,N8N 5E7,888-758-4389,,24 hours daily,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,42.297326,-82.904325,2026-06-29,447983,J1772,public,,Price Information not available,,0,,0
NEXTSTAR S-1,1 Nextstar Way,,Windsor,ON,N8N 5E7,888-758-4389,,24 hours daily,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,42.28994,-82.895552,2026-06-29,448126,J1772,public,,Price Information not available,,0,,0
NEXTSTAR N-26,1 Nextstar Way,,Windsor,ON,N8N 5E7,888-758-4389,,24 hours daily,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,42.295449,-82.903634,2026-06-29,448129,J1772,public,,Price Information not available,,0,,0
NEXTSTAR S-13,1 Nextstar Way,,Windsor,ON,N8N 5E7,888-758-4389,,24 hours daily,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,42.292039,-82.897168,2026-06-29,448135,J1772,public,,Price Information not available,,0,,0
NEXTSTAR S-15,1 Nextstar Way,,Windsor,ON,N8N 5E7,888-758-4389,,24 hours daily,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,42.292105,-82.896546,2026-06-29,448137,J1772,public,,Price Information not available,,0,,0
NEXTSTAR S-19,1 Nextstar Way,,Windsor,ON,N8N 5E7,888-758-4389,,24 hours daily,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,42.297027,-82.899002,2026-06-29,448141,J1772,public,,Price Information not available,,0,,0
NEXTSTAR S-27,1 Nextstar Way,,Windsor,ON,N8N 5E7,888-758-4389,,24 hours daily,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,42.296907,-82.898852,2026-06-29,448282,J1772,public,,Price Information not available,,0,,0
NEXTSTAR N-37,1 Nextstar Way,,Windsor,ON,N8R 2E6,888-758-4389,,24 hours daily,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,42.292049,-82.896911,2026-06-29,451652,J1772,public,,Price Information not available,,0,,0
NEXTSTAR N-47,1 Nextstar Way,,Windsor,ON,N8R 2E6,888-758-4389,,24 hours daily,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,42.292079,-82.896865,2026-06-29,451656,J1772,public,,Price Information not available,,0,,0
NEXTSTAR S-43,1 Nextstar Way,,Windsor,ON,N8N 5E7,888-758-4389,,24 hours daily,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,42.297092,-82.898829,2026-06-29,452315,J1772,public,,Price Information not available,,0,,0
NEXTSTAR C-5,1 Nextstar Way,,Windsor,ON,N8N 5E7,888-758-4389,,24 hours daily,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,42.297059,-82.898796,2026-06-29,452351,J1772,public,,Price Information not available,,0,,0
NEXTSTAR S-45,1 Nextstar Way,,Windsor,ON,N8N 5E7,888-758-4389,,24 hours daily,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,42.297098,-82.89882,2026-06-29,452367,J1772,public,,Price Information not available,,0,,0
NEXTSTAR S-50,1 Nextstar Way,,Windsor,ON,N8N 5E7,888-758-4389,,24 hours daily,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,42.29711,-82.898839,2026-06-29,452372,J1772,public,,Price Information not available,,0,,0
NEXTSTAR S-37,1 Nextstar Way,,Windsor,ON,N8N 5E7,888-758-4389,,24 hours daily,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,42.296669,-82.898777,2026-06-29,453341,J1772,public,,Price Information not available,,0,,0
NEXTSTAR S-25,1 Nextstar Way,,Windsor,ON,N8N 5E7,888-758-4389,,24 hours daily,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,42.292396,-82.897136,2026-06-29,453376,J1772,public,,Price Information not available,,0,,0
NEXTSTAR S-26,1 Nextstar Way,,Windsor,ON,N8N 5E7,888-758-4389,,24 hours daily,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,42.290883,-82.896888,2026-06-29,453377,J1772,public,,Price Information not available,,0,,0
City of Colwood - Juan de Fuca Park and Ride,1 Ocean Blvd,,Victoria,BC,V9C 1R1,888-356-8911,,24 hours daily,,,2,,FLO,https://www.flo.com,GPS,48.444594,-123.466757,2026-06-29,129938,J1772,public,,Price Information not available,,0,,0
The Fairmont Jasper Park Lodge - Tesla Destination,1 Old Lodge Rd,,Jasper,AB,T0E,877-798-3752,,,,,4,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,52.886147,-118.057083,2024-07-01,116285,J1772 TESLA,public,,Price Information not available,,,,0
Georgetown Fairgrounds Armouries Diamond,1 Park Ave,,Halton Hills,ON,L7G 1Y4,800-301-1950,,,,,2,,IVY,https://ivycharge.com,GPS,43.643781,-79.929349,2026-06-29,202500,J1772,public,,Price Information not available,,0,,0
Ontario Power Generation,1 Park Ave,,Acton,ON,L7J 1Y5,,,24 hours daily,,,2,,Non-Networked,,GPS,43.629419,-80.0460008,2025-12-12,249369,J1772,public,,Price Information not available,,0,LD,0
Pembroke City Hall Back Lot,1 Pembroke St E,,Pembroke,ON,K8A 3J5,888-356-8911,,24 hours daily,,,4,,FLO,https://www.flo.com,GPS,45.827733,-77.112159,2026-06-29,170037,J1772,public,,Price Information not available,,0,,0
Scotiabank,1 Pine St S,,Timmins,ON,P4N 2J5,705-268-8030,,24 hours daily,,,,1,Non-Networked,,200-9,48.475881,-81.328829,2021-04-12,261735,CHADEMO J1772COMBO,public,,Free,,0,,0
Sur Rue - Repentigny - Bibliothèque,1 Place d'Evry,,Repentigny,QC,J6A 8H7,855-999-8378,,,,,4,,Circuit électrique,https://lecircuitelectrique.com,GPS,45.740987,-73.452365,2026-06-29,305989,J1772,public,,Price Information not available,,0,,0
Mairie de St-Sauveur,1 Place de la Mairie,,Saint-Sauveur,QC,J0R 1R6,888-356-8911,,24 hours daily,,,4,,FLO,https://www.flo.com,GPS,45.895675,-74.153341,2026-06-29,150328,J1772,public,,Price Information not available,,0,,0
1 Place du Centre Saint-Narcisse,1 Place du Centre,,Saint-Narcisse,QC,G0X 2Y0,855-999-8378,,,,,4,,Circuit électrique,https://lecircuitelectrique.com,GPS,46.565519,-72.469925,2026-06-29,320886,J1772,public,,Price Information not available,,0,,0
Le Pleasant Hotel & Cafe - Tesla Destination,1 Pleasant,,Sutton,QC,J0E 2K0,877-798-3752,,,,,2,,Tesla Destination,https://www.tesla.com/destination-charging,GPS,45.107036,-72.614702,2024-07-01,116698,J1772 TESLA,public,,Price Information not available,,,,0
LOBLAW STATION 1 D,1 President's Choice Circle,,Brampton,ON,L6Y 5S5,888-758-4389,,24 hours daily,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,43.616508,-79.770876,2026-06-29,322252,J1772,public,,Price Information not available,,0,,0
LOBLAW STATION 9 VP_D,1 Presidents Choice Cir,,Brampton,ON,L6Y 5S5,888-758-4389,,24 hours daily,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,43.618133,-79.768893,2026-06-29,321391,J1772,public,,Price Information not available,,0,,0
LOBLAW STATION 4 VP,1 Presidents Choice Cir,parking garage level,Brampton,ON,L6Y 5S5,888-758-4389,,24 hours daily,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,43.61808,-79.769059,2026-06-29,322236,J1772,public,,Price Information not available,,0,,0
LOBLAW STATION 3 VP,1 Presidents Choice Cir,Parking garage level,Brampton,ON,L6Y 5S5,888-758-4389,,24 hours daily,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,43.618393,-79.768544,2026-06-29,322237,J1772,public,,Price Information not available,,0,,0
LOBLAW STATION 2 VP,1 Presidents Choice Cir,parking garage level,Brampton,ON,L6Y 5S5,888-758-4389,,24 hours daily,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,43.618377,-79.768501,2026-06-29,322238,J1772,public,,Price Information not available,,0,,0
LOBLAW STATION 1 VP,1 Presidents Choice Cir,parking garage level,Brampton,ON,L6Y 5S5,888-758-4389,,24 hours daily,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,43.618329,-79.768621,2026-06-29,322239,J1772,public,,Price Information not available,,0,,0
LOBLAW STATION 7 VP,1 Presidents Choice Cir,parking garage level,Brampton,ON,L6Y 5S5,888-758-4389,,24 hours daily,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,43.618259,-79.768621,2026-06-29,322240,J1772,public,,Price Information not available,,0,,0
LOBLAW STATION 6 VP,1 Presidents Choice Cir,parking garage level,Brampton,ON,L6Y 5S5,888-758-4389,,24 hours daily,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,43.618302,-79.768665,2026-06-29,322241,J1772,public,,Price Information not available,,0,,0
LOBLAW STATION 5 VP,1 Presidents Choice Cir,parking garage level,Brampton,ON,L6Y 5S5,888-758-4389,,24 hours daily,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,43.618259,-79.768671,2026-06-29,322242,J1772,public,,Price Information not available,,0,,0
LOBLAW STATION 11 E,1 Presidents Choice Cir,Back entrance,Brampton,ON,L6Y 5S5,888-758-4389,,24 hours daily,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,43.61773,-79.768858,2026-06-29,322243,J1772,public,,Price Information not available,,0,,0
LOBLAW STATION 10 D,1 Presidents Choice Cir,Back entrance,Brampton,ON,L6Y 5S5,888-758-4389,,24 hours daily,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,43.617734,-79.768782,2026-06-29,322244,J1772,public,,Price Information not available,,0,,0
LOBLAW STATION 9 D,1 Presidents Choice Cir,Back entrance,Brampton,ON,L6Y 5S5,888-758-4389,,24 hours daily,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,43.617736,-79.768741,2026-06-29,322245,J1772,public,,Price Information not available,,0,,0
LOBLAW STATION 8 VP_D,1 Presidents Choice Cir,,Brampton,ON,L6Y 5S5,888-758-4389,,24 hours daily,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,43.618102,-79.768829,2026-06-29,322437,J1772,public,,Price Information not available,,0,,0
LOBLAW STATION 7 D,1 PRESIDENTS CHOICE CIRCLE,,Brampton,ON,L6Y 5S5,888-758-4389,,24 hours daily,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,43.616901,-79.770763,2026-06-29,322246,J1772,public,,Price Information not available,,0,,0
LOBLAW STATION 6 D,1 PRESIDENTS CHOICE CIRCLE,,Brampton,ON,L6Y 5S5,888-758-4389,,24 hours daily,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,43.616838,-79.770843,2026-06-29,322247,J1772,public,,Price Information not available,,0,,0
LOBLAW STATION 5 D,1 PRESIDENTS CHOICE CIRCLE,,Brampton,ON,L6Y 5S5,888-758-4389,,24 hours daily,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,43.616802,-79.770779,2026-06-29,322248,J1772,public,,Price Information not available,,0,,0
LOBLAW STATION 4 D,1 PRESIDENTS CHOICE CIRCLE,,Brampton,ON,L6Y 5S5,888-758-4389,,24 hours daily,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,43.616786,-79.770886,2026-06-29,322249,J1772,public,,Price Information not available,,0,,0
LOBLAW STATION 3 D,1 PRESIDENTS CHOICE CIRCLE,,Brampton,ON,L6Y 5S5,888-758-4389,,24 hours daily,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,43.616751,-79.77092,2026-06-29,322250,J1772,public,,Price Information not available,,0,,0
LOBLAW STATION 2 D,1 PRESIDENTS CHOICE CIRCLE,,Brampton,ON,L6Y 5S5,888-758-4389,,24 hours daily,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,43.616726,-79.770972,2026-06-29,322251,J1772,public,,Price Information not available,,0,,0
LOBLAW STATION 8 D,1 PRESIDENTS CHOICE CIRCLE 1 PRESIDENTS CHOIC,,BRAMPTON,ON,L6Y 5S5,888-758-4389,,24 hours daily,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,43.616941,-79.770717,2026-06-29,396025,J1772,public,,Price Information not available,,0,,0
HHEALTHCARE GH STATION 1,1 Princess Anne Dr,,Halton Hills,ON,L7G 2B5,888-758-4389,,24 hours daily,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,43.644944,-79.932584,2026-06-29,232496,J1772,public,,Price Information not available,,0,,0
HHEALTHCARE GH STATION 2,1 Princess Anne Dr,,Halton Hills,ON,L7G 2B5,888-758-4389,,24 hours daily,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,43.645003,-79.932602,2026-06-29,232497,J1772,public,,Price Information not available,,0,,0
HHEALTHCARE GH STATION 3,1 Princess Anne Dr,,Halton Hills,ON,L7G 2B5,888-758-4389,,24 hours daily,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,43.645013,-79.932604,2026-06-29,232498,J1772,public,,Price Information not available,,0,,0
HHEALTHCARE GH STATION 4,1 Princess Anne Dr,,Halton Hills,ON,L7G 2B5,888-758-4389,,24 hours daily,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,43.644917,-79.93258,2026-06-29,232499,J1772,public,,Price Information not available,,0,,0
Ville de Gatineau - Parc des Cèdres,1 Principale,,Gatineau,QC,J9H 7J3,855-999-8378,,,,,2,,Circuit électrique,https://lecircuitelectrique.com,GPS,45.3959229,-75.857652,2026-06-29,306066,J1772,public,,Price Information not available,,0,,0
SWTCH Energy,1 Prologis Blvd,,Mississauga,ON,L5W 0G2,,,,,,2,,SWTCH,https://swtchenergy.com,GPS,43.63524,-79.6925982,2025-11-13,435796,J1772,private,,Free,,,LD,0
Beaudry & Lapointe Ford,1 QC-111,,La Sarre,QC,J9Z 1R5,819-333-2266,,24 hours daily; for client use only,,,,1,Non-Networked,,200-9,48.799572,-79.206057,2026-03-12,84661,J1772COMBO,public,,Price Information not available,,1,LD,1
