Station_ID  (PK),Station_name,Station_phone ,Location_ID (FK),Network_ID (FK),Access_code,Access_Detail_code,Access_Day_time,EV_Pricing,Date_last_confirmed,Maximum_Vehicle_Class,Ev_Workplace_charging ,Restricted_access
83565,Katlyn International,519-885-3400,11648,14,public,,9am-5pm daily,Free,1/6/2020,,FALSE,FALSE
83566,Alta Nissan,905-851-1279,603,1,public,CALL,24 hours daily,,2/13/2026,LD,FALSE,FALSE
83567,Fox Chevrolet Cadillac,506-452-1010,1033,9,public,,24 hours daily,Free,6/6/2025,,FALSE,FALSE
83569,CLSC de Benny Farm,,7419,5,public,,24 hours daily,,9/11/2019,,FALSE,FALSE
83570,Prestige Ford,,5610,15,private,,"8am-9pm M-Th, 8am-6pm F, 10am-4pm Sat; for client use only",Free,3/30/2026,MD,FALSE,
83571,Poste de la MRC,,15142,40,public,,24 hours daily,Free,3/30/2026,LD,FALSE,FALSE
83576,Lounsbury Chevrolet,506-857-4300,7948,5,public,,"8am-8pm M, 8am-6pm T-F, 8:30am-4:30pm Sat; For client use only",Free,12/12/2025,LD,FALSE,TRUE
83577,Maritime Geothermal,506-756-8135,9447,2,public,,8am-5pm M-F,Free,10/12/2023,LD,FALSE,FALSE
83578,Miramichi City Hall,506-623-2200,7420,5,public,,24 hours daily,Free,1/6/2020,,FALSE,FALSE
83580,Rodeway Inn Grand Falls,506-473-1300,7949,5,public,,24 hours daily,Free,11/6/2024,LD,FALSE,TRUE
83585,Sackville Welcome Centre,506-364-4967,1901,2,public,,24 hours daily,Free,5/12/2025,LD,FALSE,FALSE
83589,Sarchfield Electric,506-325-2800,1552,2,public,,24 hours daily,Free,11/6/2024,LD,FALSE,FALSE
83592,Ville de Dalhousie,506-684-7600,1552,2,public,,24 hours daily,Free,1/6/2020,,FALSE,FALSE
83593,5 Kings Restaurant & Picaroons Brewhouse,506-466-2739,13126,1,public,,24 hours daily; for customer use only,Free,6/6/2025,LD,FALSE,TRUE
83598,Halifax Central Library,902-490-5700,3638,5,public,CALL,6am-1am daily,Free; parking fee required,12/12/2025,LD,FALSE,FALSE
83609,Competition Chevrolet,780-963-6121,10625,1,public,,24 hours daily; for dealership andclient use only,Free,11/6/2024,LD,FALSE,TRUE
83610,Peavey Mart,306-642-3334,11545,2,public,,"7:30am-6pm M-Sat, 10am-5pm Sun",Free,6/13/2024,LD,FALSE,FALSE
83612,Peavey Mart,306-348-8090,8411,5,public,,24 hours daily,Free,6/13/2024,LD,FALSE,FALSE
83613,Peavey Mart,306-682-2982,14971,14,public,,24 hours daily,Free,6/13/2024,LD,FALSE,FALSE
83617,Peavey Mart,306-445-6171,901,9,public,,24 hours daily,Free,6/13/2024,LD,FALSE,FALSE
83620,Peavey Mart,306-242-0981,5387,1,public,,24 hours daily,Free,6/13/2024,LD,FALSE,FALSE
83621,Kananaskis Mountain Lodge,,3764,2,public,,24 hours daily; for guest use only or with parking fee,Free,11/6/2024,LD,FALSE,TRUE
83626,South West Detention Centre,519-967-3100,3591,2,public,,24 hours daily,Free,3/30/2026,LD,FALSE,FALSE
83627,Aurora Town Hall,905-727-1375,5555,2,public,,24 hours daily,Free,3/30/2026,LD,FALSE,FALSE
83633,Hopital Notre-Dame,514-413-8777,178,1,public,,24 hours daily,Free with paid parking,3/30/2026,LD,FALSE,FALSE
83647,Chevrolet GMC Roberval,418-275-1331,3722,2,public,,24 hours daily; for client use only,Free,3/12/2026,HD,FALSE,TRUE
83649,Ambassador Hotel and Conference Center,613-548-3605,3588,2,public,,24 hours daily,Free,11/8/2019,,FALSE,FALSE
83650,Place d'Orleans Shopping Centre,613-824-9050,3761,2,public,,24 hours daily for surface parking chargers,,6/6/2025,LD,FALSE,FALSE
83652,Parrsboro Town Hall,902-254-2036,11389,8,public,,24 hours daily,Free,4/9/2025,LD,FALSE,FALSE
83660,Town of New Glasgow,902-755-7788 x3,3603,2,public,,24 hours daily,$2 per hour,3/12/2026,LD,FALSE,FALSE
83665,Town of Shelburne,902-875-2991 x5,3602,2,public,,24 hours daily,Free,6/6/2019,,FALSE,FALSE
83680,Leggat Discovery Ford,,1555,2,private,LIMITED_HOURS,Dealership business hours; for dealership use only; Drivers must bring their own J1772 cordset for Level 1 charging,Free,3/30/2026,LD,TRUE,
83688,Greg Vann Nissan,,1556,2,private,,"9am-8pm M-F, 9am-5pm Sat",Free,2/13/2026,LD,TRUE,
83713,Schwab Chevrolet Buick GMC Corvette,780-986-2277,361,1,public,LIMITED_HOURS,8am-5pm daily,Free,2/13/2026,LD,FALSE,FALSE
83714,Sherwood Nissan,780-449-5775,1770,2,public,,"7:30am-9pm M-F, 9am-5pm Sat, 11am-5pm Sun; For dealership use only",Free,2/13/2026,LD,FALSE,TRUE
83718,Royal Oak Nissan,403-241-1040,14199,2,public,CALL,24 hours daily; for client use only,Free,2/13/2026,LD,FALSE,TRUE
83725,Desharnais Pneus & Mecanique,,12162,7,public,,"7am-5:30pm M-W and F-Sun, 7:30am-9pm Th; for client use only",Free,3/12/2026,LD,FALSE,TRUE
83726,Port de Sept-Iles,,12162,1,private,GOVERNMENT,For fleet vehicles only,Free,12/12/2022,HD,TRUE,
83727,Pointe-Noire Terminal,,3160,2,private,GOVERNMENT,For employee use only,Free,12/12/2022,HD,TRUE,
83730,BCH Unique,,6785,10,private,,For fleet use only,Free,12/10/2024,LD,TRUE,
83732,British Columbia Institute of Technology - Centre for Applied Research and Innovation,604-451-6875,6785,10,public,,24 hours daily,Free,4/9/2019,,FALSE,FALSE
83733,Morrey Nissan,604-464-9291,6069,2,public,CALL,"8am-9pm M-Th, 8am-6pm F, 8:30-6pm Sat, 12pm-5pm Sun; For customers only",Free,8/15/2024,MD,FALSE,TRUE
83736,Scotia Square Parkade,844-798-2438,14874,42,public,,24 hours daily; parking fee required,$0.25 per kWh,7/12/2023,LD,FALSE,FALSE
83743,Hotel le Manoir,418-296-3391,604,1,public,,24 hours daily; for guest use only,Free,11/13/2025,LD,FALSE,TRUE
83745,Chalets du Bout du Monde,418-368-0042,3195,10,public,,24 hours daily; for client use only,Free,3/30/2026,LD,FALSE,TRUE
83746,Auberge de la Pointe,418-862-3514,3195,10,public,,24 hours daily during May-Oct; for client and employee use only,Free,10/13/2025,LD,TRUE,TRUE
83753,Municipalite Regionale de Comete du Granit,,471,1,private,,For employee use only,Free,3/30/2026,LD,TRUE,
83758,Rimouski Mitsubishi,855-747-6600,11779,5,public,CALL,8am-5pm M-F; for client use only,,11/13/2025,LD,FALSE,TRUE
83760,Thibault Chevrolet,,8229,5,private,,Dealership business hours,,3/30/2026,LD,TRUE,
83761,Auberge Saint-Antoine,418-692-2211,14384,5,public,,24 hours daily; for client use only,Free; $45 parking fee,10/13/2025,LD,FALSE,TRUE
83763,Commission des Normes de l'Equite de la Sante et de la Securite du Travail,,2399,2,private,GOVERNMENT,24 hours daily; For employee use only,Free,12/12/2025,LD,TRUE,
83767,Comfort Inn & Suites,519-972-1100,5301,10,public,,24 hours daily; for customers only,Free for guests,3/7/2025,LD,FALSE,TRUE
83769,Kia Ste-Foy,418-654-2929,11822,7,public,CALL,Dealership business hours; for client use only,Free,4/12/2021,LD,TRUE,TRUE
83772,Marlin Chevrolet,418-688-1241,13871,2,public,,24 hours daily; for client use only,Free,4/10/2020,,TRUE,TRUE
83773,Metro Nissan,514-366-8931,14040,7,public,CALL,Dealership business hours,Free,4/5/2023,MD,FALSE,FALSE
83775,Economie Quebec,,4941,1,private,,24 hours daily,Free,11/6/2024,MD,TRUE,
83787,Gord Anderson Automotive Group,,11036,2,private,,Dealership hours only; for service and client use only,Free,6/6/2025,LD,FALSE,
83789,Orleans Kia,613-824-5421,11036,2,public,,Dealership business hours; clients only,,1/12/2023,LD,FALSE,TRUE
83793,Waterloo Kia,,228,1,public,,"8am-8pm M-Th, 8am-5pm F-Sat; for clients only",Free,12/12/2025,LD,FALSE,TRUE
83794,Waterloo Kia,,7401,5,public,,24 hours daily,Free,12/12/2025,LD,FALSE,TRUE
83795,Agnico Eagle - Mine Laronde,,13582,2,private,,24 hours daily; for employee use only,Free,3/30/2026,MD,TRUE,
83797,Volvo of Toronto,,13582,2,private,,Dealership business hours; for service use only,,2/13/2026,LD,FALSE,
83804,Edmonton Public Library - Jasper Place Branch,780-496-1810,13582,2,public,,24 hours daily,Free,2/13/2026,LD,FALSE,FALSE
83807,Edmonton Remand Centre,,9523,22,private,,For employee use only,Free,11/6/2024,HD,TRUE,
83811,Atelier Rabot-D-Bois,418-732-8832,2110,12,public,,24 hours daily,Free,4/10/2020,,TRUE,FALSE
83814,Auberge du Marchand,418-759-3766,125,1,public,,24 hours daily; for client use only,Free,3/12/2026,LD,FALSE,TRUE
83815,Resto-Pub Pruneau,819-533-0167,10500,5,public,,24 hours daily,Free,10/12/2023,HD,FALSE,FALSE
83817,Joliette Mitsubishi,450-756-0101,1219,6,public,,7:30am-8pm M-F,Free,3/30/2026,LD,FALSE,FALSE
83821,Centre Jeunesse de l'Abitibi-Temiscamingue,,1219,11,private,,For fleet use only,,3/30/2026,LD,FALSE,
83822,Green Storage,905-853-4934,6005,2,public,,"8am-6pm M-F, 9am-5pm Sat",Free,1/12/2024,LD,FALSE,FALSE
83824,Green Storage,905-726-3378,73,1,public,,8am-8pm daily,"Free for tenant use;
$5 per session for public",4/14/2024,MD,TRUE,FALSE
83828,Go North Surrey GM,,14803,12,private,,"9am-8pm M-Th, 9am-6pm F-Sat; For clients and service center use only",,2/13/2026,LD,TRUE,
83830,Co-op Sainte-Justine,418-383-3023,1403,2,public,,24 hours daily,Free,3/30/2026,LD,FALSE,FALSE
83832,Green Storage Orillia,705-325-9661,3411,12,public,KEY_ALWAYS,9am-5pm M-Sat; see front desk for access card; for client use only,Free,1/12/2024,LD,TRUE,TRUE
83834,Duchesne Auto Ltee,418-662-3431,3412,12,public,,24 hours daily; for client use only,Free,11/9/2022,LD,FALSE,TRUE
83836,Dupont & Dupont Ford,819-778-2751,911,9,public,,Dealership business hours; for client use only,Free,3/12/2026,MD,FALSE,TRUE
83837,Four Points by Sheraton,,3410,12,private,,24 hours daily; for guest use only,Free,12/10/2024,LD,TRUE,
83839,Peavey Industries,403-346-8991,235,1,public,,24 hours daily,Free,5/13/2024,LD,FALSE,FALSE
83842,Bourgeois Chevrolet,,235,12,private,,For employees only,,3/12/2026,LD,TRUE,
83843,Alectra,,14928,12,private,,,,1/14/2026,LD,FALSE,
83844,Boutique Michel Bourgeois,450-883-5522,7937,5,public,,9:30am - 5:30pm M-F; for client use only,Free,3/30/2026,LD,FALSE,TRUE
83845,Caisse Desjardins,418-289-2972,910,9,public,,24 hours daily,Free,4/5/2023,LD,TRUE,FALSE
83857,Shops of Oakville South,,281,1,public,,24 hours daily,Free,1/12/2023,LD,FALSE,FALSE
83869,Centre de gestion de l'équipement roulant (CGER) Quebec,,73,1,private,GOVERNMENT,Fleet vehicles only; Requires Circuit Electric membership,$1 per hour,12/12/2022,LD,FALSE,
83879,A. Chalut Auto,,9830,10,private,,For service and employee use only,Free,3/30/2026,LD,TRUE,
83882,Hawkesbury Chevrolet Buick GMC,613-632-2764,9775,10,public,CALL,24 hours daily,,2/13/2026,LD,FALSE,FALSE
83897,Audi London,519-963-2834,3666,1,public,,8am-5pm M-F; for client use only,,2/13/2026,LD,FALSE,TRUE
83899,Cafe du Marche,,8859,2,private,CALL,"For employee use only, upon request",Free,3/30/2026,MD,TRUE,
83914,Marche Bonichoix,,165,1,public,,24 hours daily; For employee use only,Free,3/12/2026,MD,TRUE,TRUE
83915,"Comber, ON - Tesla Supercharger",877-798-3752,3666,10,public,,24 hours daily. Open to Teslas only.,,6/18/2026,,TRUE,FALSE
83916,IKEA,780-495-9686,3666,10,public,,6:30am-10pm daily,Free,2/13/2026,LD,FALSE,FALSE
83919,"Cornwall, ON - Tesla Supercharger",877-798-3752,9919,2,public,,24 hours daily. Open to Teslas only.,,6/18/2026,,TRUE,FALSE
83922,Main Street Hardware,780-853-4453  780-853-2861,7422,5,public,,24 hours daily,Free,4/14/2024,LD,FALSE,FALSE
83942,Peavey Mart,306-783-8641,7422,5,public,,24 hours daily,Free,6/13/2024,LD,FALSE,FALSE
83943,Peavey Mart,306-812-2143,2435,9,public,,24 hours daily,Free,6/13/2024,LD,FALSE,FALSE
83945,Edifice Dehauffe,,4517,10,private,,Fleet vehicles only,$1 per hour,1/12/2024,MD,FALSE,
83952,Gateway Chevrolet,,4353,10,private,,"8am-5pm M-F, 8am-5pm Sat",,8/12/2025,LD,FALSE,
83955,Northstar Ford,,4353,10,private,,7am-7pm daily; for service and client use only,,2/13/2026,LD,FALSE,
83966,Red Deer Polytechnic,,13856,10,public,,24 hours daily,Free,11/6/2024,LD,FALSE,FALSE
83969,Regional Municipality of Wood Buffalo,780-743-7000,13856,10,public,,24 hours daily; for employee use only,Free,3/30/2026,LD,TRUE,FALSE
83973,"Port Hope, ON - Tesla Supercharger",877-798-3752,4751,10,public,,24 hours daily. Open to Teslas only.,,6/18/2026,,TRUE,FALSE
83982,ImPark,416-369-1801,5957,2,public,,24 hours daily; parking fee,Free,4/14/2024,LD,FALSE,FALSE
83985,ImPark,416-369-1801,5581,9,public,,24 hours daily,"Level 2: $5 for first hour, $12 per hour after; DC Fast: $5 per hour for first hour, $24 per hour after",4/13/2022,LD,FALSE,FALSE
83992,Metro Toronto Convention Centre - North Garage,416-585-8000,3664,1,public,,24 hours daily; 3 hour charging limit,Parking fee required;,2/13/2026,LD,FALSE,FALSE
84017,Best Western Plus-Sunrise Inn,250-495-4000,3665,1,public,,24 hours daily; for guest use only,Free,3/30/2026,LD,FALSE,TRUE
84028,DoubleTree by Hilton Hotel & Conference Centre,306-525-6767,4638,10,public,,24 hours daily,Variable parking and charging fees,6/7/2021,,FALSE,FALSE
84031,Best Western - The Westerly Hotel,,3664,10,private,,24 hours daily; for guest use only,,2/13/2026,LD,FALSE,
84038,Southside Mitsubishi,780-465-5252,3664,10,public,CALL,"7am-5pm M-F, 9am-3pm Sat; For employee use only",Free,12/9/2019,,FALSE,TRUE
84039,Kamloops Visitor Centre,250-372-8000,7425,5,public,,24 hours daily,Free,7/8/2022,MD,FALSE,FALSE
84042,Liquidity Wines,778-515-5550,7550,5,public,CALL,24 hours daily; by reservation only; see front desk for access,Free,3/8/2018,,FALSE,TRUE
84048,Pender Harbour Hotel,604-883-9013,15374,15,public,,24 hours daily,Free,8/3/2021,LD,FALSE,FALSE
84049,Best Western - Sicamous Inn,250-836-4117,7424,5,public,,24 hours daily; for guest use only,Free,10/13/2025,LD,FALSE,TRUE
84054,Best Western - Valemount Inn & Suites,,1936,2,private,,24 hours daily; for guests use only,Free,2/13/2026,LD,FALSE,
84055,Ville de Sutton,450-538-2290,1936,2,public,,24 hours daily,Free,3/30/2026,LD,FALSE,FALSE
84063,Wickaninnish Inn,,4033,2,public,,7am-10pm daily; for guest use only; see front desk for access,Free,9/12/2025,LD,FALSE,TRUE
84065,Black Rock Resort,,5151,2,private,,24 hours daily; for guest use only,Free,9/14/2022,LD,FALSE,
84066,St. Albert Business Centre,780-459-1631,13757,5,public,,24 hours daily; for employee use only,Free,3/12/2026,LD,TRUE,TRUE
84090,Town of Vulcan,403-485-4100,7426,5,public,,24 hours daily,Free,1/3/2018,,FALSE,FALSE
84118,Kortright Centre,905-832-2289,7427,5,public,,9:30am-4:30pm daily,Free,1/6/2020,,FALSE,FALSE
84120,Wetaskiwin - City Hall,780-361-4400,8032,5,public,,24 hours daily,Free,12/9/2019,,FALSE,FALSE
84123,International Brotherhood of Electrical Workers Local 353,,13120,1,private,,,,4/9/2025,LD,FALSE,
84125,Blackhills Wine Experience Centre,250-498-0666,255,1,public,,11am-5pm daily; For customer use only,Free,11/13/2025,LD,FALSE,TRUE
84130,Tim Horton's,807-274-3953,9267,1,public,,24 hours daily,,4/9/2025,LD,FALSE,FALSE
84135,Erie Thames Services,519-485-1820,14275,2,public,,24 hours daily,Free,4/9/2025,LD,FALSE,FALSE
84137,British Columbia Institute of Technology - Downtown Campus,604-451-6875,8535,5,public,,6am- 10pm daily; parking fee required,Free,11/8/2019,,FALSE,FALSE
84140,ImPark - Citibank Building,416-864-0848,8657,5,public,,24 hours daily,$24 per hour,4/12/2021,,FALSE,FALSE
84142,Meadow Park Sports Centre,604-935-7529,7764,5,public,,24 hours daily; for clients,Free,11/13/2025,LD,FALSE,TRUE
84143,Brooks Landing Mall,604-468-7214,8892,10,public,,24 hours daily,Free,9/12/2025,LD,FALSE,FALSE
84159,BC Hydro - Sechelt - Trail Bay Mall,866-338-3369,8892,10,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
84165,Church Road Transfer Station,,7766,5,private,,8am-5pm daily; For client use only,Free,8/9/2022,MD,TRUE,
84170,Camping Riviere-Ouelle,418-856-1484,7428,5,public,,8am-11pm daily during the summer,$5 per session,12/13/2023,HD,FALSE,FALSE
84171,Kingston Nissan,,1035,6,public,CALL,Dealership business hours,Free,4/5/2023,LD,TRUE,FALSE
84172,Kingston Nissan,,7551,5,private,,Dealership business hours; for technician use only,Free,4/5/2023,LD,FALSE,
84175,Lockwood Kia,905-847-1511,11090,5,public,CALL,24 hours daily; customers and employees only,Free,4/9/2025,LD,TRUE,TRUE
84178,Franklin Empire,,7429,5,public,,For employee and client use only,Free,3/30/2026,HD,TRUE,TRUE
84182,Kelowna Infiniti Nissan,250-712-0404,1035,2,public,CALL,Dealership business hours; for client use only; Drivers must bring their own J1772 cordset for Level 1 charging,Free,7/8/2022,LD,FALSE,TRUE
84184,Kelowna Chevrolet,,8017,5,private,,,,8/12/2025,LD,FALSE,
84188,Gabriel Ford Lincoln,514-487-7777,11955,2,public,,Dealership business hours; for client use only,Free,3/30/2026,LD,FALSE,TRUE
84189,Concord Pacific's False Creek Seawall,604-899-8800,4850,10,public,,10am-5pm daily; for client use only,Free,1/3/2018,,FALSE,TRUE
84191,DLT Arpentage,418-684-0005,4850,10,public,CREDIT_CARD_ALWAYS,24 hours daily; Also accepts pre-paid access card,$1 per hour,3/30/2026,MD,TRUE,FALSE
84192,West Coast Railway Heritage Park,604-898-9336,99,1,public,,10am-5pm daily; open from March to June,Free,3/5/2020,,TRUE,FALSE
84194,Elmec,819-533-3888,1034,9,public,,24 hours daily,Free,11/13/2025,MD,FALSE,FALSE
84195,Le Baluchon Éco-villégiature,819-268-2555,1035,9,public,,24 hours daily; for client use only,Free,3/12/2026,LD,TRUE,TRUE
84196,Victoria Regent Hotel and Suites,,3668,1,public,,24 hours daily; for guest use only,Free,2/13/2026,LD,FALSE,TRUE
84197,District Office Parking Lot,250-783-9901,7765,5,public,,24 hours daily,Free,7/8/2022,MD,FALSE,FALSE
84198,Town of Hope,604-860-0930,11938,5,public,,24 hours daily,Free,11/6/2024,LD,FALSE,FALSE
84200,District of Invermere Municipal Office,250-342-9281,3903,12,public,,24 hours daily,,12/12/2025,LD,FALSE,FALSE
84207,University Village Shopping Centre,250-754-4471  250-714-2729,912,9,public,,24 hours daily,Free,9/9/2021,LD,FALSE,FALSE
84209,Egmont Heritage Centre,604-883-9994,5750,2,public,,24 hours daily,Free,7/11/2024,LD,FALSE,FALSE
84210,Element Vancouver Metrotown,,3230,6,private,,24 hours daily; for guest use only,,2/13/2026,LD,TRUE,
84211,Ethical Bean Coffee,604-431-3830,10903,2,public,,8am-6pm M-F; for customers only,Free,10/12/2023,LD,FALSE,TRUE
84216,Tri County Ford Dealership,902-657-2980,605,8,private,,24 hours daily,Free,6/6/2025,LD,FALSE,
84217,Tri County Ford Dealership,902-657-2980,14332,1,public,,"9am-6:30pm M-F, 9am-1pm Sat; for clients",Free,6/6/2025,LD,FALSE,TRUE
84218,Whitby Hydro,905-668-5878,191,1,public,,24 hours daily,Free,3/4/2022,MD,FALSE,FALSE
84221,Metro St-Tite,,11555,9,private,LIMITED_HOURS,During the the daytime,,3/30/2026,HD,TRUE,
84222,Metro Ontario Inc Head Office,416-231-5475  416-239-7171,744,9,public,,24 hours daily,,,LD,FALSE,FALSE
84224,Paquin Ford,819-797-3673,5606,9,public,,24 hours daily; for client use only,Free,3/12/2026,MD,FALSE,TRUE
84225,Huber Bannister Chevrolet,250-493-2333,53,1,public,CALL,"8am-5pm M-F, 8am-4pm Sat; for guests only",Free,9/12/2024,HD,FALSE,TRUE
84226,Patrick Morin Quincaillerie,450-752-5222,5576,9,public,KEY_ALWAYS,"8am-6pm M-W, 8am-9pm Th-F, 8am-5pm Sat, 9am-5pm Sun; Request the access card from the cashier",Free,3/12/2026,LD,FALSE,FALSE
84227,Vaughan Electrical Supply,,5005,1,public,,7am-6pm M-Sat; for client use only,Free,3/15/2024,LD,TRUE,TRUE
84228,Vaughan Electrical Supply,,745,9,private,,During business hours,Free,3/15/2024,LD,TRUE,
84231,Pharmacie des Eboulements,,13193,2,private,,24 hours daily; for employee use only,Free,3/30/2026,HD,TRUE,
84232,Myers Nissan,613-596-1515,14112,10,public,CALL,Dealership business hours,Free,1/12/2024,LD,FALSE,FALSE
84233,Poissonnerie Lauzier,418-492-7988,14111,10,public,,24 hours daily,$1 per hour; free for employees,3/12/2026,LD,TRUE,FALSE
84234,Earltown General Store,902-657-9001,11555,10,public,,24 hours daily; drivers must bring their own J1772 cordset for Level 1 charging,Free,2/13/2026,LD,FALSE,FALSE
84237,The Bay Centre Parking Lot,250-382-4411,11555,10,public,,"5:30am-10pm M-F, 6am-8pm Sat, 7am-7pm Sun; 2 hours maximum","Charging free, parking fee required",8/3/2021,,FALSE,FALSE
84239,L'Ami Junior Nissan,418-543-6477,11555,10,public,,24 hours daily; for client use only,Free,3/30/2026,MD,FALSE,TRUE
84240,Le Square Phillips Hotel,514-393-1193,11555,10,public,,24 hours daily; for guest use only,Free,3/30/2026,LD,FALSE,TRUE
84241,Telegraph Cove Resort,,14309,10,public,,24 hours daily from May-Sept; for guest use only,Free,7/7/2025,LD,FALSE,TRUE
84242,The Rental Stop,866-538-0388,14309,10,public,,24 hours daily; for clients only,Free,9/12/2025,LD,FALSE,TRUE
